split,model,seed,device,gpu_name,torch_version,python_version,numpy_version,pandas_version,scipy_version,parameter_count,fit_profiles,validation_profiles,test_profiles,best_epoch,best_validation_mse,runtime_seconds,amp_enabled,mse,mae,r2,pearson_mean,pearson_sd,spearman_mean,spearman_sd,evaluated_profiles,summary_path
hdac_class_holdout,dual_stream,1,cuda,NVIDIA GeForce RTX 4090,2.5.1+cu124,3.12.3,2.0.1,2.3.3,1.13.1,38682152,48592,5247,1856,4,0.9232760489693626,260.4767566919327,True,1.3198845587263504,0.8374578843900694,0.1351374431872594,0.38092194841284127,0.28736287295836827,0.34824450536898915,0.2918286105085563,1856,results/revision/benchmarks/hdac_class_holdout/dual_stream/seed_1/summary.json
hdac_class_holdout,dual_stream,2,cuda,NVIDIA GeForce RTX 4090,2.5.1+cu124,3.12.3,2.0.1,2.3.3,1.13.1,38682152,47459,6380,1856,5,0.9980445745368496,282.7250034660101,True,1.3546221820438895,0.8445939948344391,0.11237539970294474,0.38485602243543265,0.27936464698255675,0.3529221817015198,0.28097800811319185,1856,results/revision/benchmarks/hdac_class_holdout/dual_stream/seed_2/summary.json
hdac_class_holdout,dual_stream,3,cuda,NVIDIA GeForce RTX 4090,2.5.1+cu124,3.12.3,2.0.1,2.3.3,1.13.1,38682152,47004,6835,1856,8,0.9807992861066,364.9821662455797,True,1.3047838418273372,0.834208823869024,0.14503228174767746,0.3684792389711,0.260262667587198,0.3340333428041471,0.2615862397987262,1856,results/revision/benchmarks/hdac_class_holdout/dual_stream/seed_3/summary.json
hdac_class_holdout,fingerprint_mlp,1,cuda,NVIDIA GeForce RTX 4090,2.5.1+cu124,3.12.3,2.0.1,2.3.3,1.13.1,28415016,48592,5247,1856,2,0.9263655724379816,54.060640662908554,True,1.3465578985373219,0.8440265805326115,0.117659571569523,0.38652623383025236,0.2519658056439776,0.3505146885040814,0.25167386832349437,1856,results/revision/benchmarks/hdac_class_holdout/fingerprint_mlp/seed_1/summary.json
hdac_class_holdout,fingerprint_mlp,2,cuda,NVIDIA GeForce RTX 4090,2.5.1+cu124,3.12.3,2.0.1,2.3.3,1.13.1,28415016,47459,6380,1856,5,1.0052350372473193,72.5407240241766,True,1.3356424760305248,0.8417145651535822,0.1248119699785395,0.37304739173788254,0.25827700172525114,0.33822578555456123,0.2590674655656034,1856,results/revision/benchmarks/hdac_class_holdout/fingerprint_mlp/seed_2/summary.json
hdac_class_holdout,fingerprint_mlp,3,cuda,NVIDIA GeForce RTX 4090,2.5.1+cu124,3.12.3,2.0.1,2.3.3,1.13.1,28415016,47004,6835,1856,4,0.9823041629263435,70.31172955036163,True,1.3161887529299716,0.8368336346926817,0.13755914289531868,0.37817034846068903,0.26656392916218535,0.34388711905574404,0.26808434346224547,1856,results/revision/benchmarks/hdac_class_holdout/fingerprint_mlp/seed_3/summary.json
leave_cell_line_out,dual_stream,1,cuda,NVIDIA GeForce RTX 4090,2.5.1+cu124,3.12.3,2.0.1,2.3.3,1.13.1,38682152,48376,2144,5175,6,0.9528324838395729,209.456732776016,True,0.938129821904968,0.7130424623495628,0.1245041777838608,0.25905028376782,0.3061338261925363,0.23637945461737223,0.32318543285748796,5175,results/revision/benchmarks/leave_cell_line_out/dual_stream/seed_1/summary.json
leave_cell_line_out,dual_stream,2,cuda,NVIDIA GeForce RTX 4090,2.5.1+cu124,3.12.3,2.0.1,2.3.3,1.13.1,38682152,43136,7384,5175,7,0.9523735344274377,212.37714055925608,True,0.945269879728641,0.7134752924884086,0.117840824110364,0.26065739873040566,0.31354054154489047,0.23849838703727802,0.3287667993517206,5175,results/revision/benchmarks/leave_cell_line_out/dual_stream/seed_2/summary.json
leave_cell_line_out,dual_stream,3,cuda,NVIDIA GeForce RTX 4090,2.5.1+cu124,3.12.3,2.0.1,2.3.3,1.13.1,38682152,47499,3021,5175,15,0.9778669571086969,394.7995877377689,True,0.941983816150815,0.7139952784125999,0.1209074944866253,0.2771215138693536,0.2990275356790175,0.2539693680760669,0.3120692916629489,5175,results/revision/benchmarks/leave_cell_line_out/dual_stream/seed_3/summary.json
leave_cell_line_out,fingerprint_mlp,1,cuda,NVIDIA GeForce RTX 4090,2.5.1+cu124,3.12.3,2.0.1,2.3.3,1.13.1,28415016,48376,2144,5175,13,0.9443335846963169,78.94726696610451,True,0.9371439745193377,0.7122395451264472,0.1254242053187592,0.2771437757522346,0.30789064495798063,0.2538423484756083,0.32193179150469775,5175,results/revision/benchmarks/leave_cell_line_out/fingerprint_mlp/seed_1/summary.json
leave_cell_line_out,fingerprint_mlp,2,cuda,NVIDIA GeForce RTX 4090,2.5.1+cu124,3.12.3,2.0.1,2.3.3,1.13.1,28415016,43136,7384,5175,7,0.9548652609967322,58.350019086152315,True,0.948695663929878,0.7150819890387382,0.1146437615226863,0.26069746401952804,0.2983226658575072,0.23770413109834101,0.3117271255076623,5175,results/revision/benchmarks/leave_cell_line_out/fingerprint_mlp/seed_2/summary.json
