candidate,network_type,preferred_name,gene_id,gene_symbol,degree,weighted_degree,component_id,component_size,consensus_rank,disease_direction,predicted_drug_direction,measured_drug_direction,reversal_pattern,candidate_role,biology_scope
NCH-51,physical,ABCB1,5243,ABCB1,0,0.0,13,1,62.0,down,up,up,disease_down_drug_up,secondary_candidate,primary_network_and_pathway
NCH-51,physical,RACGAP1,29127,RACGAP1,2,1.929,3,4,63.0,up,down,down,disease_up_drug_down,secondary_candidate,primary_network_and_pathway
NCH-51,physical,SH3BGR,6450,SH3BGR,0,0.0,128,1,64.0,down,up,up,disease_down_drug_up,secondary_candidate,primary_network_and_pathway
NCH-51,physical,TRHDE,29953,TRHDE,0,0.0,144,1,65.0,down,up,up,disease_down_drug_up,secondary_candidate,primary_network_and_pathway
NCH-51,physical,ITIH3,3699,ITIH3,0,0.0,66,1,66.0,down,up,up,disease_down_drug_up,secondary_candidate,primary_network_and_pathway
NCH-51,physical,OLFML1,283298,OLFML1,0,0.0,93,1,67.0,down,up,up,disease_down_drug_up,secondary_candidate,primary_network_and_pathway
NCH-51,physical,FANCI,55215,FANCI,0,0.0,52,1,68.0,up,down,down,disease_up_drug_down,secondary_candidate,primary_network_and_pathway
NCH-51,physical,GPRASP1,9737,GPRASP1,0,0.0,60,1,69.0,down,up,up,disease_down_drug_up,secondary_candidate,primary_network_and_pathway
NCH-51,physical,BIRC5,332,BIRC5,2,1.874,1,25,70.0,up,down,down,disease_up_drug_down,secondary_candidate,primary_network_and_pathway
NCH-51,physical,PDE7B,27115,PDE7B,0,0.0,98,1,71.0,down,up,up,disease_down_drug_up,secondary_candidate,primary_network_and_pathway
NCH-51,physical,RAP1A,5906,RAP1A,0,0.0,116,1,72.0,down,up,up,disease_down_drug_up,secondary_candidate,primary_network_and_pathway
NCH-51,physical,RASGRP2,10235,RASGRP2,0,0.0,117,1,73.0,down,up,up,disease_down_drug_up,secondary_candidate,primary_network_and_pathway
NCH-51,physical,PAIP2B,400961,PAIP2B,0,0.0,94,1,74.0,down,up,up,disease_down_drug_up,secondary_candidate,primary_network_and_pathway
NCH-51,physical,HSPB6,126393,HSPB6,0,0.0,64,1,75.0,down,up,up,disease_down_drug_up,secondary_candidate,primary_network_and_pathway
NCH-51,physical,NR4A3,8013,NR4A3,0,0.0,92,1,76.0,down,up,up,disease_down_drug_up,secondary_candidate,primary_network_and_pathway
NCH-51,physical,RAN,5901,RAN,0,0.0,115,1,77.0,up,down,down,disease_up_drug_down,secondary_candidate,primary_network_and_pathway
NCH-51,physical,MCM7,4176,MCM7,6,5.802,2,8,78.0,up,down,down,disease_up_drug_down,secondary_candidate,primary_network_and_pathway
NCH-51,physical,DNAJB4,11080,DNAJB4,0,0.0,41,1,79.0,down,up,up,disease_down_drug_up,secondary_candidate,primary_network_and_pathway
NCH-51,physical,PRKAR2B,5577,PRKAR2B,0,0.0,109,1,80.0,down,up,up,disease_down_drug_up,secondary_candidate,primary_network_and_pathway
NCH-51,physical,AURKA,6790,AURKA,6,5.284000000000001,1,25,81.0,up,down,down,disease_up_drug_down,secondary_candidate,primary_network_and_pathway
NCH-51,physical,TYMS,7298,TYMS,0,0.0,149,1,82.0,up,down,down,disease_up_drug_down,secondary_candidate,primary_network_and_pathway
NCH-51,physical,DNAJC9,23234,DNAJC9,1,0.915,2,8,83.0,up,down,down,disease_up_drug_down,secondary_candidate,primary_network_and_pathway
NCH-51,physical,STX12,23673,STX12,0,0.0,135,1,84.0,down,up,up,disease_down_drug_up,secondary_candidate,primary_network_and_pathway
NCH-51,physical,XPNPEP2,7512,XPNPEP2,0,0.0,151,1,85.0,down,up,up,disease_down_drug_up,secondary_candidate,primary_network_and_pathway
NCH-51,physical,AOC3,8639,AOC3,0,0.0,17,1,86.0,down,up,up,disease_down_drug_up,secondary_candidate,primary_network_and_pathway
NCH-51,physical,TEK,7010,TEK,0,0.0,138,1,87.0,down,up,up,disease_down_drug_up,secondary_candidate,primary_network_and_pathway
NCH-51,physical,PDE2A,5138,PDE2A,0,0.0,97,1,88.0,down,up,up,disease_down_drug_up,secondary_candidate,primary_network_and_pathway
NCH-51,physical,MAD2L1,4085,MAD2L1,2,1.765,1,25,89.0,up,down,down,disease_up_drug_down,secondary_candidate,primary_network_and_pathway
NCH-51,physical,PEG3,5178,PEG3,0,0.0,100,1,90.0,down,up,up,disease_down_drug_up,secondary_candidate,primary_network_and_pathway
NCH-51,physical,AQP7,364,AQP7,0,0.0,20,1,91.0,down,up,up,disease_down_drug_up,secondary_candidate,primary_network_and_pathway
NCH-51,physical,TSPAN7,7102,TSPAN7,0,0.0,146,1,92.0,down,up,up,disease_down_drug_up,secondary_candidate,primary_network_and_pathway
NCH-51,physical,CLEC3B,7123,CLEC3B,0,0.0,33,1,93.0,down,up,up,disease_down_drug_up,secondary_candidate,primary_network_and_pathway
NCH-51,physical,SLC14A1,6563,SLC14A1,0,0.0,130,1,94.0,down,up,up,disease_down_drug_up,secondary_candidate,primary_network_and_pathway
NCH-51,physical,SMC4,10051,SMC4,2,1.952,1,25,95.0,up,down,down,disease_up_drug_down,secondary_candidate,primary_network_and_pathway
NCH-51,physical,PHYHIP,9796,PHYHIP,0,0.0,101,1,96.0,down,up,up,disease_down_drug_up,secondary_candidate,primary_network_and_pathway
NCH-51,physical,RNPS1,10921,RNPS1,0,0.0,123,1,97.0,up,down,down,disease_up_drug_down,secondary_candidate,primary_network_and_pathway
NCH-51,physical,POLE2,5427,POLE2,5,4.441,2,8,98.0,up,down,down,disease_up_drug_down,secondary_candidate,primary_network_and_pathway
NCH-51,physical,UCK2,7371,UCK2,0,0.0,150,1,99.0,up,down,down,disease_up_drug_down,secondary_candidate,primary_network_and_pathway
NCH-51,physical,TRIP13,9319,TRIP13,1,0.961,1,25,100.0,up,down,down,disease_up_drug_down,secondary_candidate,primary_network_and_pathway
NCH-51,physical,LIMS2,55679,LIMS2,0,0.0,76,1,101.0,down,up,up,disease_down_drug_up,secondary_candidate,primary_network_and_pathway
NCH-51,physical,LSM7,51690,LSM7,0,0.0,77,1,102.0,up,down,down,disease_up_drug_down,secondary_candidate,primary_network_and_pathway
NCH-51,physical,CSDC2,27254,CSDC2,0,0.0,35,1,103.0,down,up,up,disease_down_drug_up,secondary_candidate,primary_network_and_pathway
NCH-51,physical,SUV39H1,6839,SUV39H1,1,0.981,8,2,104.0,up,down,down,disease_up_drug_down,secondary_candidate,primary_network_and_pathway
NCH-51,physical,TNS1,7145,TNS1,0,0.0,140,1,105.0,down,up,up,disease_down_drug_up,secondary_candidate,primary_network_and_pathway
NCH-51,physical,ZFP64,55734,ZFP64,0,0.0,153,1,106.0,up,down,down,disease_up_drug_down,secondary_candidate,primary_network_and_pathway
NCH-51,physical,PPP1R14B,26472,PPP1R14B,0,0.0,106,1,107.0,up,down,down,disease_up_drug_down,secondary_candidate,primary_network_and_pathway
NCH-51,physical,NCAM1,4684,NCAM1,0,0.0,87,1,108.0,down,up,up,disease_down_drug_up,secondary_candidate,primary_network_and_pathway
NCH-51,physical,PUS1,80324,PUS1,0,0.0,114,1,109.0,up,down,down,disease_up_drug_down,secondary_candidate,primary_network_and_pathway
NCH-51,physical,PRELP,5549,PRELP,0,0.0,108,1,110.0,down,up,up,disease_down_drug_up,secondary_candidate,primary_network_and_pathway
NCH-51,physical,HSD17B6,8630,HSD17B6,0,0.0,63,1,111.0,down,up,up,disease_down_drug_up,secondary_candidate,primary_network_and_pathway
NCH-51,physical,MAN1A1,4121,MAN1A1,0,0.0,79,1,112.0,down,up,up,disease_down_drug_up,secondary_candidate,primary_network_and_pathway
NCH-51,physical,SLC17A7,57030,SLC17A7,0,0.0,131,1,113.0,down,up,up,disease_down_drug_up,secondary_candidate,primary_network_and_pathway
NCH-51,physical,PCCA,5095,PCCA,0,0.0,95,1,114.0,down,up,up,disease_down_drug_up,secondary_candidate,primary_network_and_pathway
NCH-51,physical,TIMP3,7078,TIMP3,0,0.0,139,1,115.0,down,up,up,disease_down_drug_up,secondary_candidate,primary_network_and_pathway
NCH-51,physical,KCNB1,3745,KCNB1,0,0.0,68,1,116.0,down,up,up,disease_down_drug_up,secondary_candidate,primary_network_and_pathway
NCH-51,physical,TOP2A,7153,TOP2A,0,0.0,142,1,117.0,up,down,down,disease_up_drug_down,secondary_candidate,primary_network_and_pathway
NCH-51,physical,RUNDC3B,154661,RUNDC3B,0,0.0,125,1,118.0,down,up,up,disease_down_drug_up,secondary_candidate,primary_network_and_pathway
NCH-51,physical,GPR17,2840,GPR17,0,0.0,59,1,119.0,down,up,up,disease_down_drug_up,secondary_candidate,primary_network_and_pathway
NCH-51,physical,PID1,55022,PID1,0,0.0,102,1,120.0,down,up,up,disease_down_drug_up,secondary_candidate,primary_network_and_pathway
NCH-51,physical,STIL,6491,STIL,0,0.0,133,1,121.0,up,down,down,disease_up_drug_down,secondary_candidate,primary_network_and_pathway
NCH-51,physical,ECHDC3,79746,ECHDC3,0,0.0,46,1,122.0,down,up,up,disease_down_drug_up,secondary_candidate,primary_network_and_pathway
NCH-51,physical,TTK,7272,TTK,0,0.0,147,1,123.0,up,down,down,disease_up_drug_down,secondary_candidate,primary_network_and_pathway
NCH-51,physical,ASPM,259266,ASPM,0,0.0,22,1,124.0,up,down,down,disease_up_drug_down,secondary_candidate,primary_network_and_pathway
NCH-51,physical,GFRA2,2675,GFRA2,0,0.0,55,1,125.0,down,up,up,disease_down_drug_up,secondary_candidate,primary_network_and_pathway
NCH-51,physical,PTBP1,5725,PTBP1,0,0.0,112,1,126.0,up,down,down,disease_up_drug_down,secondary_candidate,primary_network_and_pathway
NCH-51,physical,MKI67,4288,MKI67,0,0.0,82,1,127.0,up,down,down,disease_up_drug_down,secondary_candidate,primary_network_and_pathway
NCH-51,physical,PUF60,22827,PUF60,0,0.0,113,1,128.0,up,down,down,disease_up_drug_down,secondary_candidate,primary_network_and_pathway
NCH-51,physical,CBX3,11335,CBX3,1,0.981,8,2,129.0,up,down,down,disease_up_drug_down,secondary_candidate,primary_network_and_pathway
NCH-51,physical,NR3C2,4306,NR3C2,0,0.0,91,1,130.0,down,up,up,disease_down_drug_up,secondary_candidate,primary_network_and_pathway
NCH-51,physical,SPC25,57405,SPC25,2,1.593,1,25,131.0,up,down,down,disease_up_drug_down,secondary_candidate,primary_network_and_pathway
NCH-51,physical,LMNB1,4001,LMNB1,1,0.724,1,25,132.0,up,down,down,disease_up_drug_down,secondary_candidate,primary_network_and_pathway
NCH-51,physical,CDC45,8318,CDC45,6,5.609000000000001,2,8,133.0,up,down,down,disease_up_drug_down,secondary_candidate,primary_network_and_pathway
NCH-51,physical,KANK3,256949,KANK3,0,0.0,67,1,134.0,down,up,up,disease_down_drug_up,secondary_candidate,primary_network_and_pathway
NCH-51,physical,ZNF282,8427,ZNF282,0,0.0,154,1,135.0,up,down,down,disease_up_drug_down,secondary_candidate,primary_network_and_pathway
NCH-51,physical,AQP4,361,AQP4,0,0.0,19,1,136.0,down,up,up,disease_down_drug_up,secondary_candidate,primary_network_and_pathway
NCH-51,physical,PLP1,5354,PLP1,0,0.0,104,1,137.0,down,up,up,disease_down_drug_up,secondary_candidate,primary_network_and_pathway
NCH-51,physical,ADH1A,124,ADH1A,1,0.971,5,2,138.0,down,up,up,disease_down_drug_up,secondary_candidate,primary_network_and_pathway
NCH-51,physical,EPAS1,2034,EPAS1,1,0.991,10,2,139.0,down,up,up,disease_down_drug_up,secondary_candidate,primary_network_and_pathway
NCH-51,physical,ACO1,48,ACO1,0,0.0,14,1,140.0,down,up,up,disease_down_drug_up,secondary_candidate,primary_network_and_pathway
NCH-51,physical,KIF22,3835,KIF22,0,0.0,72,1,141.0,up,down,down,disease_up_drug_down,secondary_candidate,primary_network_and_pathway
NCH-51,physical,TNXB,7148,TNXB,0,0.0,141,1,142.0,down,up,up,disease_down_drug_up,secondary_candidate,primary_network_and_pathway
NCH-51,physical,SLC25A20,788,SLC25A20,0,0.0,132,1,143.0,down,up,up,disease_down_drug_up,secondary_candidate,primary_network_and_pathway
NCH-51,physical,MPP1,4354,MPP1,0,0.0,84,1,144.0,down,up,up,disease_down_drug_up,secondary_candidate,primary_network_and_pathway
NCH-51,physical,ITGA8,8516,ITGA8,0,0.0,65,1,145.0,down,up,up,disease_down_drug_up,secondary_candidate,primary_network_and_pathway
NCH-51,physical,REXO4,57109,REXO4,0,0.0,119,1,146.0,up,down,down,disease_up_drug_down,secondary_candidate,primary_network_and_pathway
NCH-51,physical,DDX56,54606,DDX56,0,0.0,38,1,147.0,up,down,down,disease_up_drug_down,secondary_candidate,primary_network_and_pathway
NCH-51,physical,EPM2A,7957,EPM2A,0,0.0,48,1,148.0,down,up,up,disease_down_drug_up,secondary_candidate,primary_network_and_pathway
NCH-51,physical,EXO1,9156,EXO1,0,0.0,49,1,149.0,up,down,down,disease_up_drug_down,secondary_candidate,primary_network_and_pathway
NCH-51,physical,SEMA3D,223117,SEMA3D,0,0.0,126,1,150.0,down,up,up,disease_down_drug_up,secondary_candidate,primary_network_and_pathway
NCH-51,physical,NFIL3,4783,NFIL3,0,0.0,89,1,151.0,down,up,up,disease_down_drug_up,secondary_candidate,primary_network_and_pathway
NCH-51,physical,SCN3B,55800,SCN3B,1,0.755,12,2,152.0,down,up,up,disease_down_drug_up,secondary_candidate,primary_network_and_pathway
NCH-51,physical,ATF3,467,ATF3,1,0.878,6,2,153.0,down,up,up,disease_down_drug_up,secondary_candidate,primary_network_and_pathway
NCH-51,physical,ALDH6A1,4329,ALDH6A1,0,0.0,16,1,154.0,down,up,up,disease_down_drug_up,secondary_candidate,primary_network_and_pathway
NCH-51,physical,STON1,11037,STON1,0,0.0,134,1,155.0,down,up,up,disease_down_drug_up,secondary_candidate,primary_network_and_pathway
NCH-51,physical,DUSP1,1843,DUSP1,0,0.0,45,1,156.0,down,up,up,disease_down_drug_up,secondary_candidate,primary_network_and_pathway
NCH-51,physical,CYP4F12,66002,CYP4F12,0,0.0,36,1,157.0,down,up,up,disease_down_drug_up,secondary_candidate,primary_network_and_pathway
NCH-51,physical,HGF,3082,HGF,0,0.0,62,1,158.0,down,up,up,disease_down_drug_up,secondary_candidate,primary_network_and_pathway
NCH-51,physical,ECT2,1894,ECT2,1,0.998,3,4,159.0,up,down,down,disease_up_drug_down,secondary_candidate,primary_network_and_pathway
NCH-51,physical,PRX,57716,PRX,0,0.0,111,1,160.0,down,up,up,disease_down_drug_up,secondary_candidate,primary_network_and_pathway
NCH-51,physical,MPDZ,8777,MPDZ,0,0.0,83,1,161.0,down,up,up,disease_down_drug_up,secondary_candidate,primary_network_and_pathway
NCH-51,physical,LIG1,3978,LIG1,1,0.969,11,2,162.0,up,down,down,disease_up_drug_down,secondary_candidate,primary_network_and_pathway
NCH-51,physical,CDK4,1019,CDK4,1,0.989,1,25,163.0,up,down,down,disease_up_drug_down,secondary_candidate,primary_network_and_pathway
NCH-51,physical,EMCN,51705,EMCN,0,0.0,47,1,164.0,down,up,up,disease_down_drug_up,secondary_candidate,primary_network_and_pathway
NCH-51,physical,YARS2,51067,YARS2,0,0.0,152,1,165.0,up,down,down,disease_up_drug_down,secondary_candidate,primary_network_and_pathway
NCH-51,physical,GIMAP5,55340,GIMAP5,0,0.0,56,1,166.0,down,up,up,disease_down_drug_up,secondary_candidate,primary_network_and_pathway
NCH-51,physical,CCDC86,79080,CCDC86,0,0.0,28,1,167.0,up,down,down,disease_up_drug_down,secondary_candidate,primary_network_and_pathway
NCH-51,physical,TPI1,7167,TPI1,0,0.0,143,1,168.0,up,down,down,disease_up_drug_down,secondary_candidate,primary_network_and_pathway
NCH-51,physical,NCAPG2,54892,NCAPG2,2,1.7959999999999998,1,25,169.0,up,down,down,disease_up_drug_down,secondary_candidate,primary_network_and_pathway
NCH-51,physical,MAPK10,5602,MAPK10,0,0.0,80,1,170.0,down,up,up,disease_down_drug_up,secondary_candidate,primary_network_and_pathway
NCH-51,physical,GINS1,9837,GINS1,5,4.853999999999999,2,8,171.0,up,down,down,disease_up_drug_down,secondary_candidate,primary_network_and_pathway
NCH-51,physical,DTYMK,1841,DTYMK,0,0.0,44,1,172.0,up,down,down,disease_up_drug_down,secondary_candidate,primary_network_and_pathway
NCH-51,physical,COMMD4,54939,COMMD4,0,0.0,34,1,173.0,up,down,down,disease_up_drug_down,secondary_candidate,primary_network_and_pathway
NCH-51,physical,BTG2,7832,BTG2,0,0.0,24,1,174.0,down,up,up,disease_down_drug_up,secondary_candidate,primary_network_and_pathway
NCH-51,physical,DNAJC2,27000,DNAJC2,0,0.0,42,1,175.0,up,down,down,disease_up_drug_down,secondary_candidate,primary_network_and_pathway
NCH-51,physical,NMT2,9397,NMT2,0,0.0,90,1,176.0,down,up,up,disease_down_drug_up,secondary_candidate,primary_network_and_pathway
NCH-51,physical,FAM117A,81558,FAM117A,0,0.0,51,1,177.0,down,up,up,disease_down_drug_up,secondary_candidate,primary_network_and_pathway
NCH-51,physical,NFASC,23114,NFASC,1,0.992,9,2,178.0,down,up,up,disease_down_drug_up,secondary_candidate,primary_network_and_pathway
NCH-51,physical,RRM2,6241,RRM2,0,0.0,124,1,179.0,up,down,down,disease_up_drug_down,secondary_candidate,primary_network_and_pathway
NCH-51,physical,CDCA4,55038,CDCA4,0,0.0,31,1,180.0,up,down,down,disease_up_drug_down,secondary_candidate,primary_network_and_pathway
NCH-51,physical,CALD1,800,CALD1,0,0.0,26,1,181.0,down,up,up,disease_down_drug_up,secondary_candidate,primary_network_and_pathway
NCH-51,physical,KLHL4,56062,KLHL4,0,0.0,74,1,182.0,down,up,up,disease_down_drug_up,secondary_candidate,primary_network_and_pathway
NCH-51,physical,GADD45B,4616,GADD45B,0,0.0,54,1,183.0,down,up,up,disease_down_drug_up,secondary_candidate,primary_network_and_pathway
NCH-51,physical,PCK1,5105,PCK1,0,0.0,96,1,184.0,down,up,up,disease_down_drug_up,secondary_candidate,primary_network_and_pathway
NCH-51,physical,ZNF415,55786,ZNF415,0,0.0,156,1,185.0,down,up,up,disease_down_drug_up,secondary_candidate,primary_network_and_pathway
NCH-51,physical,MASP1,5648,MASP1,0,0.0,81,1,186.0,down,up,up,disease_down_drug_up,secondary_candidate,primary_network_and_pathway
NCH-51,physical,MYOM1,8736,MYOM1,0,0.0,85,1,187.0,down,up,up,disease_down_drug_up,secondary_candidate,primary_network_and_pathway
NCH-51,physical,CALCOCO1,57658,CALCOCO1,1,0.751,7,2,188.0,down,up,up,disease_down_drug_up,secondary_candidate,primary_network_and_pathway
NCH-51,physical,CDC25A,993,CDC25A,0,0.0,29,1,189.0,up,down,down,disease_up_drug_down,secondary_candidate,primary_network_and_pathway
NCH-51,physical,AR,367,AR,0,0.0,21,1,190.0,down,up,up,disease_down_drug_up,secondary_candidate,primary_network_and_pathway
NCH-51,physical,RFC2,5982,RFC2,0,0.0,120,1,191.0,up,down,down,disease_up_drug_down,secondary_candidate,primary_network_and_pathway
NCH-51,physical,SCN2B,6327,SCN2B,1,0.755,12,2,192.0,down,up,up,disease_down_drug_up,secondary_candidate,primary_network_and_pathway
NCH-51,physical,SERINC1,57515,SERINC1,0,0.0,127,1,193.0,down,up,up,disease_down_drug_up,secondary_candidate,primary_network_and_pathway
NCH-51,physical,TBRG4,9238,TBRG4,0,0.0,136,1,194.0,up,down,down,disease_up_drug_down,secondary_candidate,primary_network_and_pathway
NCH-51,physical,TIPIN,54962,TIPIN,5,4.699,2,8,195.0,up,down,down,disease_up_drug_down,secondary_candidate,primary_network_and_pathway
NCH-51,physical,ADH1B,125,ADH1B,1,0.971,5,2,196.0,down,up,up,disease_down_drug_up,secondary_candidate,primary_network_and_pathway
NCH-51,physical,CNTN1,1272,CNTN1,1,0.992,9,2,197.0,down,up,up,disease_down_drug_up,secondary_candidate,primary_network_and_pathway
NCH-51,physical,POLQ,10721,POLQ,0,0.0,105,1,198.0,up,down,down,disease_up_drug_down,secondary_candidate,primary_network_and_pathway
NCH-51,physical,SH3BP5,9467,SH3BP5,0,0.0,129,1,199.0,down,up,up,disease_down_drug_up,secondary_candidate,primary_network_and_pathway
NCH-51,physical,GABARAPL1,23710,GABARAPL1,1,0.751,7,2,200.0,down,up,up,disease_down_drug_up,secondary_candidate,primary_network_and_pathway
NCH-51,functional,UBE2C,11065,UBE2C,40,35.369,1,86,1.0,up,down,down,disease_up_drug_down,secondary_candidate,primary_network_and_pathway
NCH-51,functional,TCF21,6943,TCF21,0,0.0,88,1,2.0,down,up,up,disease_down_drug_up,secondary_candidate,primary_network_and_pathway
NCH-51,functional,GPX3,2878,GPX3,0,0.0,41,1,3.0,down,up,up,disease_down_drug_up,secondary_candidate,primary_network_and_pathway
NCH-51,functional,FOSB,2354,FOSB,3,2.541,1,86,4.0,down,up,up,disease_down_drug_up,secondary_candidate,primary_network_and_pathway
NCH-51,functional,LYVE1,10894,LYVE1,2,1.599,1,86,5.0,down,up,up,disease_down_drug_up,secondary_candidate,primary_network_and_pathway
NCH-51,functional,ATP1B2,482,ATP1B2,0,0.0,20,1,6.0,down,up,up,disease_down_drug_up,secondary_candidate,primary_network_and_pathway
NCH-51,functional,MCM2,4171,MCM2,18,15.861,1,86,7.0,up,down,down,disease_up_drug_down,secondary_candidate,primary_network_and_pathway
NCH-51,functional,AOX1,316,AOX1,5,4.554,2,6,8.0,down,up,up,disease_down_drug_up,secondary_candidate,primary_network_and_pathway
NCH-51,functional,LIFR,3977,LIFR,0,0.0,48,1,9.0,down,up,up,disease_down_drug_up,secondary_candidate,primary_network_and_pathway
NCH-51,functional,CCDC69,26112,CCDC69,0,0.0,23,1,10.0,down,up,up,disease_down_drug_up,secondary_candidate,primary_network_and_pathway
NCH-51,functional,RGN,9104,RGN,0,0.0,76,1,11.0,down,up,up,disease_down_drug_up,secondary_candidate,primary_network_and_pathway
NCH-51,functional,PDGFRA,5156,PDGFRA,1,0.841,1,86,12.0,down,up,up,disease_down_drug_up,secondary_candidate,primary_network_and_pathway
NCH-51,functional,TXNIP,10628,TXNIP,0,0.0,93,1,13.0,down,up,up,disease_down_drug_up,secondary_candidate,primary_network_and_pathway
NCH-51,functional,CENPM,79019,CENPM,19,15.441,1,86,14.0,up,down,down,disease_up_drug_down,secondary_candidate,primary_network_and_pathway
NCH-51,functional,CDT1,81620,CDT1,21,17.429,1,86,15.0,up,down,down,disease_up_drug_down,secondary_candidate,primary_network_and_pathway
NCH-51,functional,CCNB2,9133,CCNB2,47,42.00800000000002,1,86,16.0,up,down,down,disease_up_drug_down,secondary_candidate,primary_network_and_pathway
NCH-51,functional,KIF20A,10112,KIF20A,46,41.565000000000005,1,86,17.0,up,down,down,disease_up_drug_down,secondary_candidate,primary_network_and_pathway
NCH-51,functional,PLK1,5347,PLK1,45,39.586000000000006,1,86,18.0,up,down,down,disease_up_drug_down,secondary_candidate,primary_network_and_pathway
NCH-51,functional,CCNA2,890,CCNA2,51,45.645,1,86,19.0,up,down,down,disease_up_drug_down,secondary_candidate,primary_network_and_pathway
NCH-51,functional,FOXM1,2305,FOXM1,35,30.121,1,86,20.0,up,down,down,disease_up_drug_down,secondary_candidate,primary_network_and_pathway
NCH-51,functional,HJURP,55355,HJURP,39,33.87099999999999,1,86,21.0,up,down,down,disease_up_drug_down,secondary_candidate,primary_network_and_pathway
NCH-51,functional,GTSE1,51512,GTSE1,15,11.936,1,86,22.0,up,down,down,disease_up_drug_down,secondary_candidate,primary_network_and_pathway
NCH-51,functional,NAALAD2,10003,NAALAD2,0,0.0,57,1,23.0,down,up,up,disease_down_drug_up,secondary_candidate,primary_network_and_pathway
NCH-51,functional,BUB1,699,BUB1,46,41.50599999999999,1,86,24.0,up,down,down,disease_up_drug_down,secondary_candidate,primary_network_and_pathway
NCH-51,functional,CDCA3,83461,CDCA3,38,32.001999999999995,1,86,25.0,up,down,down,disease_up_drug_down,secondary_candidate,primary_network_and_pathway
NCH-51,functional,KIF18B,146909,KIF18B,18,14.740000000000002,1,86,26.0,up,down,down,disease_up_drug_down,secondary_candidate,primary_network_and_pathway
NCH-51,functional,NCAPH,23397,NCAPH,28,23.018,1,86,27.0,up,down,down,disease_up_drug_down,secondary_candidate,primary_network_and_pathway
NCH-51,functional,GPM6A,2823,GPM6A,0,0.0,38,1,28.0,down,up,up,disease_down_drug_up,secondary_candidate,primary_network_and_pathway
NCH-51,functional,TROAP,10024,TROAP,21,16.430999999999997,1,86,29.0,up,down,down,disease_up_drug_down,secondary_candidate,primary_network_and_pathway
NCH-51,functional,FGL2,10875,FGL2,0,0.0,35,1,30.0,down,up,up,disease_down_drug_up,secondary_candidate,primary_network_and_pathway
NCH-51,functional,TPX2,22974,TPX2,42,37.459,1,86,31.0,up,down,down,disease_up_drug_down,secondary_candidate,primary_network_and_pathway
NCH-51,functional,CDCA8,55143,CDCA8,44,39.228,1,86,32.0,up,down,down,disease_up_drug_down,secondary_candidate,primary_network_and_pathway
NCH-51,functional,DLGAP5,9787,DLGAP5,45,40.49,1,86,33.0,up,down,down,disease_up_drug_down,secondary_candidate,primary_network_and_pathway
NCH-51,functional,FAM107A,11170,FAM107A,0,0.0,33,1,34.0,down,up,up,disease_down_drug_up,secondary_candidate,primary_network_and_pathway
NCH-51,functional,DEPDC1,55635,DEPDC1,24,19.651,1,86,35.0,up,down,down,disease_up_drug_down,secondary_candidate,primary_network_and_pathway
NCH-51,functional,KIF4A,24137,KIF4A,43,37.362,1,86,36.0,up,down,down,disease_up_drug_down,secondary_candidate,primary_network_and_pathway
NCH-51,functional,MELK,9833,MELK,43,37.801,1,86,37.0,up,down,down,disease_up_drug_down,secondary_candidate,primary_network_and_pathway
NCH-51,functional,HIF3A,64344,HIF3A,1,0.997,8,2,38.0,down,up,up,disease_down_drug_up,secondary_candidate,primary_network_and_pathway
NCH-51,functional,CENPA,1058,CENPA,38,33.347,1,86,39.0,up,down,down,disease_up_drug_down,secondary_candidate,primary_network_and_pathway
NCH-51,functional,HMMR,3161,HMMR,35,30.301,1,86,40.0,up,down,down,disease_up_drug_down,secondary_candidate,primary_network_and_pathway
NCH-51,functional,CENPF,1063,CENPF,43,38.152000000000015,1,86,41.0,up,down,down,disease_up_drug_down,secondary_candidate,primary_network_and_pathway
NCH-51,functional,PRC1,9055,PRC1,38,32.375,1,86,42.0,up,down,down,disease_up_drug_down,secondary_candidate,primary_network_and_pathway
NCH-51,functional,KIF15,56992,KIF15,37,31.543000000000003,1,86,43.0,up,down,down,disease_up_drug_down,secondary_candidate,primary_network_and_pathway
NCH-51,functional,CKAP2,26586,CKAP2,16,12.762999999999998,1,86,44.0,up,down,down,disease_up_drug_down,secondary_candidate,primary_network_and_pathway
NCH-51,functional,TACC3,10460,TACC3,19,15.029,1,86,45.0,up,down,down,disease_up_drug_down,secondary_candidate,primary_network_and_pathway
NCH-51,functional,KIFC1,3833,KIFC1,29,23.597,1,86,46.0,up,down,down,disease_up_drug_down,secondary_candidate,primary_network_and_pathway
NCH-51,functional,ZWINT,11130,ZWINT,37,31.587999999999997,1,86,47.0,up,down,down,disease_up_drug_down,secondary_candidate,primary_network_and_pathway
NCH-51,functional,PKNOX2,63876,PKNOX2,0,0.0,68,1,48.0,down,up,up,disease_down_drug_up,secondary_candidate,primary_network_and_pathway
NCH-51,functional,KCNK3,3777,KCNK3,0,0.0,46,1,49.0,down,up,up,disease_down_drug_up,secondary_candidate,primary_network_and_pathway
NCH-51,functional,C7,730,C7,0,0.0,21,1,50.0,down,up,up,disease_down_drug_up,secondary_candidate,primary_network_and_pathway
NCH-51,functional,AKAP12,9590,AKAP12,0,0.0,16,1,51.0,down,up,up,disease_down_drug_up,secondary_candidate,primary_network_and_pathway
NCH-51,functional,RERGL,79785,RERGL,0,0.0,74,1,52.0,down,up,up,disease_down_drug_up,secondary_candidate,primary_network_and_pathway
