candidate,network_type,preferred_name,gene_id,gene_symbol,degree,weighted_degree,component_id,component_size,consensus_rank,disease_direction,predicted_drug_direction,measured_drug_direction,reversal_pattern,candidate_role,biology_scope
Mocetinostat,physical,BIRC5,332,BIRC5,1,0.875,1,30,1.0,up,down,down,disease_up_drug_down,core_candidate,primary_network_and_pathway
Mocetinostat,physical,TCF21,6943,TCF21,0,0.0,144,1,2.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,LYVE1,10894,LYVE1,0,0.0,84,1,3.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,FOSB,2354,FOSB,2,1.876,2,3,4.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,TEK,7010,TEK,0,0.0,145,1,5.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,NR4A3,8013,NR4A3,0,0.0,97,1,6.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,GINS2,51659,GINS2,1,0.862,1,30,7.0,up,down,down,disease_up_drug_down,core_candidate,primary_network_and_pathway
Mocetinostat,physical,RAD51,5888,RAD51,4,3.152,1,30,8.0,up,down,down,disease_up_drug_down,core_candidate,primary_network_and_pathway
Mocetinostat,physical,PLK1,5347,PLK1,5,4.056,1,30,9.0,up,down,down,disease_up_drug_down,core_candidate,primary_network_and_pathway
Mocetinostat,physical,CCNA2,890,CCNA2,4,3.631,1,30,10.0,up,down,down,disease_up_drug_down,core_candidate,primary_network_and_pathway
Mocetinostat,physical,GPM6A,2823,GPM6A,0,0.0,62,1,11.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,HBB,3043,HBB,0,0.0,65,1,12.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,BUB1,699,BUB1,6,5.056,1,30,13.0,up,down,down,disease_up_drug_down,core_candidate,primary_network_and_pathway
Mocetinostat,physical,MCM10,55388,MCM10,2,1.682,1,30,14.0,up,down,down,disease_up_drug_down,core_candidate,primary_network_and_pathway
Mocetinostat,physical,HJURP,55355,HJURP,0,0.0,66,1,15.0,up,down,down,disease_up_drug_down,core_candidate,primary_network_and_pathway
Mocetinostat,physical,TPX2,22974,TPX2,1,0.999,1,30,16.0,up,down,down,disease_up_drug_down,core_candidate,primary_network_and_pathway
Mocetinostat,physical,CDCA3,83461,CDCA3,0,0.0,32,1,17.0,up,down,down,disease_up_drug_down,core_candidate,primary_network_and_pathway
Mocetinostat,physical,ASF1B,55723,ASF1B,0,0.0,21,1,18.0,up,down,down,disease_up_drug_down,core_candidate,primary_network_and_pathway
Mocetinostat,physical,KCNK3,3777,KCNK3,0,0.0,73,1,19.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,CKAP2,26586,CKAP2,0,0.0,37,1,20.0,up,down,down,disease_up_drug_down,core_candidate,primary_network_and_pathway
Mocetinostat,physical,WASF3,10810,WASF3,0,0.0,155,1,21.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,ATF3,467,ATF3,2,1.864,2,3,22.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,KIF22,3835,KIF22,0,0.0,75,1,23.0,up,down,down,disease_up_drug_down,core_candidate,primary_network_and_pathway
Mocetinostat,physical,DUSP1,1843,DUSP1,0,0.0,50,1,24.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,MAN1A1,4121,MAN1A1,0,0.0,85,1,25.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,ABCB1,5243,ABCB1,0,0.0,10,1,26.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,UBE2C,11065,UBE2C,5,4.154999999999999,1,30,27.0,up,down,down,disease_up_drug_down,core_candidate,primary_network_and_pathway
Mocetinostat,physical,ADH1B,125,ADH1B,0,0.0,13,1,28.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,RACGAP1,29127,RACGAP1,1,0.931,4,3,29.0,up,down,down,disease_up_drug_down,core_candidate,primary_network_and_pathway
Mocetinostat,physical,AQP7,364,AQP7,0,0.0,20,1,30.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,PDK4,5166,PDK4,0,0.0,108,1,31.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,PRELP,5549,PRELP,0,0.0,115,1,32.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,LTBP4,8425,LTBP4,0,0.0,83,1,33.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,SCN11A,11280,SCN11A,0,0.0,131,1,34.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,AOC3,8639,AOC3,0,0.0,18,1,35.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,SCN3A,6328,SCN3A,0,0.0,132,1,36.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,PDE2A,5138,PDE2A,0,0.0,105,1,37.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,STARD8,9754,STARD8,0,0.0,139,1,38.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,XPNPEP2,7512,XPNPEP2,0,0.0,157,1,39.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,PDGFRA,5156,PDGFRA,0,0.0,107,1,40.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,PRKAR2B,5577,PRKAR2B,0,0.0,116,1,41.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,FRMD1,79981,FRMD1,0,0.0,55,1,42.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,WLS,79971,WLS,0,0.0,156,1,43.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,ADRA1A,148,ADRA1A,0,0.0,14,1,44.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,CCDC86,79080,CCDC86,0,0.0,28,1,45.0,up,down,down,disease_up_drug_down,core_candidate,primary_network_and_pathway
Mocetinostat,physical,CHRDL1,91851,CHRDL1,0,0.0,36,1,46.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,OGN,4969,OGN,0,0.0,98,1,47.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,ZNF331,55422,ZNF331,0,0.0,160,1,48.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,TXNIP,10628,TXNIP,0,0.0,153,1,49.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,AURKA,6790,AURKA,6,5.284000000000001,1,30,50.0,up,down,down,disease_up_drug_down,core_candidate,primary_network_and_pathway
Mocetinostat,physical,LIFR,3977,LIFR,0,0.0,78,1,51.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,RASGRP2,10235,RASGRP2,0,0.0,123,1,52.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,FOS,2353,FOS,2,1.984,2,3,53.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,CLEC3B,7123,CLEC3B,0,0.0,39,1,54.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,TSPAN7,7102,TSPAN7,0,0.0,151,1,55.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,ATP1B2,482,ATP1B2,2,1.62,3,3,56.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,HSD17B6,8630,HSD17B6,0,0.0,68,1,57.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,KIF20A,10112,KIF20A,2,1.687,4,3,58.0,up,down,down,disease_up_drug_down,core_candidate,primary_network_and_pathway
Mocetinostat,physical,CCNB2,9133,CCNB2,2,1.6,1,30,59.0,up,down,down,disease_up_drug_down,core_candidate,primary_network_and_pathway
Mocetinostat,physical,TOP2A,7153,TOP2A,0,0.0,148,1,60.0,up,down,down,disease_up_drug_down,core_candidate,primary_network_and_pathway
Mocetinostat,physical,FOXM1,2305,FOXM1,2,1.71,1,30,61.0,up,down,down,disease_up_drug_down,core_candidate,primary_network_and_pathway
Mocetinostat,physical,AKAP12,9590,AKAP12,0,0.0,15,1,62.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,CDC20,991,CDC20,6,5.6530000000000005,1,30,63.0,up,down,down,disease_up_drug_down,core_candidate,primary_network_and_pathway
Mocetinostat,physical,SCN7A,6332,SCN7A,0,0.0,133,1,64.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,RERGL,79785,RERGL,0,0.0,125,1,65.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,KIF14,9928,KIF14,1,0.756,4,3,66.0,up,down,down,disease_up_drug_down,core_candidate,primary_network_and_pathway
Mocetinostat,physical,TTK,7272,TTK,0,0.0,152,1,67.0,up,down,down,disease_up_drug_down,core_candidate,primary_network_and_pathway
Mocetinostat,physical,NCAPG,64151,NCAPG,1,0.999,7,2,68.0,up,down,down,disease_up_drug_down,core_candidate,primary_network_and_pathway
Mocetinostat,physical,DLGAP5,9787,DLGAP5,0,0.0,46,1,69.0,up,down,down,disease_up_drug_down,core_candidate,primary_network_and_pathway
Mocetinostat,physical,AMT,275,AMT,0,0.0,17,1,70.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,CEP55,55165,CEP55,0,0.0,34,1,71.0,up,down,down,disease_up_drug_down,core_candidate,primary_network_and_pathway
Mocetinostat,physical,NCAPH,23397,NCAPH,1,0.999,7,2,72.0,up,down,down,disease_up_drug_down,core_candidate,primary_network_and_pathway
Mocetinostat,physical,TRHDE,29953,TRHDE,0,0.0,150,1,73.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,SEMA3D,223117,SEMA3D,0,0.0,134,1,74.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,GPR17,2840,GPR17,0,0.0,63,1,75.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,PPP1R1A,5502,PPP1R1A,0,0.0,114,1,76.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,PEG3,5178,PEG3,0,0.0,109,1,77.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,ITGA8,8516,ITGA8,0,0.0,71,1,78.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,TACC3,10460,TACC3,1,0.984,1,30,79.0,up,down,down,disease_up_drug_down,core_candidate,primary_network_and_pathway
Mocetinostat,physical,EZH2,2146,EZH2,3,2.815,1,30,80.0,up,down,down,disease_up_drug_down,core_candidate,primary_network_and_pathway
Mocetinostat,physical,PELI2,57161,PELI2,0,0.0,110,1,81.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,DEPDC1,55635,DEPDC1,0,0.0,43,1,82.0,up,down,down,disease_up_drug_down,core_candidate,primary_network_and_pathway
Mocetinostat,physical,FXYD1,5348,FXYD1,2,1.62,3,3,83.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,SUV39H1,6839,SUV39H1,1,0.925,1,30,84.0,up,down,down,disease_up_drug_down,core_candidate,primary_network_and_pathway
Mocetinostat,physical,EMCN,51705,EMCN,0,0.0,51,1,85.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,PTPRB,5787,PTPRB,0,0.0,119,1,86.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,UBE2S,27338,UBE2S,4,3.326,1,30,87.0,up,down,down,disease_up_drug_down,core_candidate,primary_network_and_pathway
Mocetinostat,physical,PLN,5350,PLN,2,1.44,3,3,88.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,SKA1,220134,SKA1,1,0.72,1,30,89.0,up,down,down,disease_up_drug_down,core_candidate,primary_network_and_pathway
Mocetinostat,physical,RFC2,5982,RFC2,0,0.0,127,1,90.0,up,down,down,disease_up_drug_down,core_candidate,primary_network_and_pathway
Mocetinostat,physical,CCDC69,26112,CCDC69,0,0.0,27,1,91.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,STON1,11037,STON1,0,0.0,141,1,92.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,CKS2,1164,CKS2,1,0.894,1,30,93.0,up,down,down,disease_up_drug_down,core_candidate,primary_network_and_pathway
Mocetinostat,physical,PDE8B,8622,PDE8B,0,0.0,106,1,94.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,PTGIS,5740,PTGIS,0,0.0,118,1,95.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,GIPC2,54810,GIPC2,0,0.0,58,1,96.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,BRMS1,25855,BRMS1,0,0.0,26,1,97.0,up,down,down,disease_up_drug_down,core_candidate,primary_network_and_pathway
Mocetinostat,physical,GPC3,2719,GPC3,0,0.0,61,1,98.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,LDB2,9079,LDB2,0,0.0,77,1,99.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,ZWINT,11130,ZWINT,2,1.629,1,30,100.0,up,down,down,disease_up_drug_down,core_candidate,primary_network_and_pathway
Mocetinostat,physical,KIF15,56992,KIF15,0,0.0,74,1,101.0,up,down,down,disease_up_drug_down,core_candidate,primary_network_and_pathway
Mocetinostat,physical,PKNOX2,63876,PKNOX2,0,0.0,111,1,102.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,PRKG1,5592,PRKG1,0,0.0,117,1,103.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,FEN1,2237,FEN1,1,0.969,6,2,104.0,up,down,down,disease_up_drug_down,core_candidate,primary_network_and_pathway
Mocetinostat,physical,PAIP2B,400961,PAIP2B,0,0.0,99,1,105.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,NFASC,23114,NFASC,0,0.0,91,1,106.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,HSD11B1,3290,HSD11B1,0,0.0,67,1,107.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,GAB1,2549,GAB1,0,0.0,56,1,108.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,EPAS1,2034,EPAS1,0,0.0,52,1,109.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,RRM2,6241,RRM2,0,0.0,129,1,110.0,up,down,down,disease_up_drug_down,core_candidate,primary_network_and_pathway
Mocetinostat,physical,CD1C,911,CD1C,0,0.0,30,1,111.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,LIG1,3978,LIG1,1,0.969,6,2,112.0,up,down,down,disease_up_drug_down,core_candidate,primary_network_and_pathway
Mocetinostat,physical,PCDHGB6,56100,PCDHGB6,0,0.0,104,1,113.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,TGFBR2,7048,TGFBR2,0,0.0,146,1,114.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,ALDH1A2,8854,ALDH1A2,0,0.0,16,1,115.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,KLHL4,56062,KLHL4,0,0.0,76,1,116.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,FANCI,55215,FANCI,1,0.879,1,30,117.0,up,down,down,disease_up_drug_down,core_candidate,primary_network_and_pathway
Mocetinostat,physical,MAPK10,5602,MAPK10,0,0.0,86,1,118.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,MYL3,4634,MYL3,0,0.0,89,1,119.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,PUF60,22827,PUF60,1,0.791,9,2,120.0,up,down,down,disease_up_drug_down,core_candidate,primary_network_and_pathway
Mocetinostat,physical,HGF,3082,HGF,1,0.704,5,2,121.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,DNAJC9,23234,DNAJC9,0,0.0,48,1,122.0,up,down,down,disease_up_drug_down,core_candidate,primary_network_and_pathway
Mocetinostat,physical,SNRPF,6636,SNRPF,1,0.791,9,2,123.0,up,down,down,disease_up_drug_down,core_candidate,primary_network_and_pathway
Mocetinostat,physical,RNPS1,10921,RNPS1,0,0.0,128,1,124.0,up,down,down,disease_up_drug_down,core_candidate,primary_network_and_pathway
Mocetinostat,physical,SAC3D1,29901,SAC3D1,0,0.0,130,1,125.0,up,down,down,disease_up_drug_down,core_candidate,primary_network_and_pathway
Mocetinostat,physical,TPI1,7167,TPI1,0,0.0,149,1,126.0,up,down,down,disease_up_drug_down,core_candidate,primary_network_and_pathway
Mocetinostat,physical,BEX1,55859,BEX1,0,0.0,24,1,127.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,NOP16,51491,NOP16,0,0.0,93,1,128.0,up,down,down,disease_up_drug_down,core_candidate,primary_network_and_pathway
Mocetinostat,physical,DNAJC2,27000,DNAJC2,0,0.0,47,1,129.0,up,down,down,disease_up_drug_down,core_candidate,primary_network_and_pathway
Mocetinostat,physical,MAD2L1,4085,MAD2L1,2,1.803,1,30,130.0,up,down,down,disease_up_drug_down,core_candidate,primary_network_and_pathway
Mocetinostat,physical,PALB2,79728,PALB2,2,1.871,1,30,131.0,up,down,down,disease_up_drug_down,core_candidate,primary_network_and_pathway
Mocetinostat,physical,FILIP1L,11259,FILIP1L,0,0.0,54,1,132.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,UBAP2L,9898,UBAP2L,2,1.8,1,30,133.0,up,down,down,disease_up_drug_down,core_candidate,primary_network_and_pathway
Mocetinostat,physical,PPIA,5478,PPIA,0,0.0,113,1,134.0,up,down,down,disease_up_drug_down,core_candidate,primary_network_and_pathway
Mocetinostat,physical,REEP4,80346,REEP4,0,0.0,124,1,135.0,up,down,down,disease_up_drug_down,core_candidate,primary_network_and_pathway
Mocetinostat,physical,IL1R1,3554,IL1R1,0,0.0,70,1,136.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,PALLD,23022,PALLD,0,0.0,100,1,137.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,NR4A2,4929,NR4A2,0,0.0,96,1,138.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,MOCS1,4337,MOCS1,0,0.0,88,1,139.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,CDC25A,993,CDC25A,0,0.0,31,1,140.0,up,down,down,disease_up_drug_down,core_candidate,primary_network_and_pathway
Mocetinostat,physical,FARSA,2193,FARSA,0,0.0,53,1,141.0,up,down,down,disease_up_drug_down,core_candidate,primary_network_and_pathway
Mocetinostat,physical,GNA14,9630,GNA14,0,0.0,59,1,142.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,RAP1A,5906,RAP1A,0,0.0,122,1,143.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,SERPINA5,5104,SERPINA5,0,0.0,135,1,144.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,DCN,1634,DCN,1,0.704,5,2,145.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,ZNF282,8427,ZNF282,0,0.0,159,1,146.0,up,down,down,disease_up_drug_down,core_candidate,primary_network_and_pathway
Mocetinostat,physical,MAPK4,5596,MAPK4,0,0.0,87,1,147.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,ZFP64,55734,ZFP64,0,0.0,158,1,148.0,up,down,down,disease_up_drug_down,core_candidate,primary_network_and_pathway
Mocetinostat,physical,DIRAS3,9077,DIRAS3,0,0.0,44,1,149.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,REXO4,57109,REXO4,0,0.0,126,1,150.0,up,down,down,disease_up_drug_down,core_candidate,primary_network_and_pathway
Mocetinostat,physical,LMO3,55885,LMO3,0,0.0,80,1,151.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,CBX7,23492,CBX7,5,4.05,1,30,152.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,AQP1,358,AQP1,0,0.0,19,1,153.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,SH3BGR,6450,SH3BGR,0,0.0,137,1,154.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,DLG2,1740,DLG2,0,0.0,45,1,155.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,CDC6,990,CDC6,2,1.922,1,30,156.0,up,down,down,disease_up_drug_down,core_candidate,primary_network_and_pathway
Mocetinostat,physical,RAN,5901,RAN,0,0.0,121,1,157.0,up,down,down,disease_up_drug_down,core_candidate,primary_network_and_pathway
Mocetinostat,physical,ABHD6,57406,ABHD6,0,0.0,12,1,158.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,TCEAL2,140597,TCEAL2,0,0.0,143,1,159.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,LRRC2,79442,LRRC2,0,0.0,82,1,160.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,CPVL,54504,CPVL,0,0.0,40,1,161.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,CES1,1066,CES1,0,0.0,35,1,162.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,DBF4,10926,DBF4,0,0.0,41,1,163.0,up,down,down,disease_up_drug_down,core_candidate,primary_network_and_pathway
Mocetinostat,physical,NLGN3,54413,NLGN3,1,0.995,8,2,164.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,CLEC10A,10462,CLEC10A,0,0.0,38,1,165.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,LMOD1,25802,LMOD1,0,0.0,81,1,166.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,CCNF,899,CCNF,0,0.0,29,1,167.0,up,down,down,disease_up_drug_down,core_candidate,primary_network_and_pathway
Mocetinostat,physical,STIL,6491,STIL,0,0.0,140,1,168.0,up,down,down,disease_up_drug_down,core_candidate,primary_network_and_pathway
Mocetinostat,physical,NRXN1,9378,NRXN1,1,0.995,8,2,169.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,LIMS2,55679,LIMS2,0,0.0,79,1,170.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,BCHE,590,BCHE,0,0.0,23,1,171.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,NOS1,4842,NOS1,0,0.0,95,1,172.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,B3GALT2,8707,B3GALT2,0,0.0,22,1,173.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,TNS1,7145,TNS1,0,0.0,147,1,174.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,GFRA2,2675,GFRA2,0,0.0,57,1,175.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,SOCS2,8835,SOCS2,0,0.0,138,1,176.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,BRIX1,55299,BRIX1,0,0.0,25,1,177.0,up,down,down,disease_up_drug_down,core_candidate,primary_network_and_pathway
Mocetinostat,physical,NOP56,10528,NOP56,0,0.0,94,1,178.0,up,down,down,disease_up_drug_down,core_candidate,primary_network_and_pathway
Mocetinostat,physical,USP53,54532,USP53,0,0.0,154,1,179.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,RAE1,8480,RAE1,2,1.585,1,30,180.0,up,down,down,disease_up_drug_down,core_candidate,primary_network_and_pathway
Mocetinostat,physical,HSPB6,126393,HSPB6,0,0.0,69,1,181.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,DDX56,54606,DDX56,0,0.0,42,1,182.0,up,down,down,disease_up_drug_down,core_candidate,primary_network_and_pathway
Mocetinostat,physical,PYGM,5837,PYGM,0,0.0,120,1,183.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,POLA2,23649,POLA2,0,0.0,112,1,184.0,up,down,down,disease_up_drug_down,core_candidate,primary_network_and_pathway
Mocetinostat,physical,NME1,4830,NME1,0,0.0,92,1,185.0,up,down,down,disease_up_drug_down,core_candidate,primary_network_and_pathway
Mocetinostat,physical,GPX3,2878,GPX3,0,0.0,64,1,186.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,PALM,5064,PALM,0,0.0,101,1,187.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,TIPIN,54962,TIPIN,2,1.596,1,30,188.0,up,down,down,disease_up_drug_down,core_candidate,primary_network_and_pathway
Mocetinostat,physical,ZWILCH,55055,ZWILCH,1,0.703,1,30,189.0,up,down,down,disease_up_drug_down,core_candidate,primary_network_and_pathway
Mocetinostat,physical,NCAM1,4684,NCAM1,0,0.0,90,1,190.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,KCNB1,3745,KCNB1,0,0.0,72,1,191.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
Mocetinostat,physical,PCCA,5095,PCCA,0,0.0,102,1,192.0,down,up,up,disease_down_drug_up,core_candidate,primary_network_and_pathway
