candidate,gene_set_scope,source,native,name,p_value,significant,query_size,term_size,intersection_size,effective_domain_size,precision,recall,intersection_genes,intersection_evidence_codes
Belinostat,all_selected,GO:BP,GO:0000070,mitotic sister chromatid segregation,2.797062957210076e-17,True,200,142,27,11154,0.135,0.1901408450704225,11065 | 81620 | 5347 | 24137 | 146909 | 23397 | 22974 | 11130 | 57405 | 9055 | 1063 | 56992 | 220134 | 4085 | 5901 | 332 | 9319 | 3832 | 10403 | 9787 | 699 | 55143 | 7272 | 9212 | 3833 | 4751 | 4605,IDA | IMP | TAS | IBA | IEA | NAS | ISS
Belinostat,all_selected,GO:BP,GO:0007059,chromosome segregation,2.797062957210076e-17,True,200,294,36,11154,0.18,0.1224489795918367,11065 | 81620 | 9133 | 5347 | 24137 | 146909 | 55355 | 23397 | 22974 | 11130 | 57405 | 9055 | 1063 | 4288 | 56992 | 1894 | 220134 | 4085 | 10460 | 5901 | 332 | 79019 | 9319 | 3832 | 10403 | 7153 | 9787 | 259266 | 699 | 55143 | 7272 | 9212 | 3833 | 4751 | 4605 | 11339,IDA | IBA | IMP | IEA | TAS | ISO | ISS | NAS
Belinostat,all_selected,GO:BP,GO:0098813,nuclear chromosome segregation,2.797062957210076e-17,True,200,221,32,11154,0.16,0.1447963800904977,11065 | 81620 | 9133 | 5347 | 24137 | 146909 | 23397 | 22974 | 11130 | 57405 | 9055 | 1063 | 56992 | 1894 | 220134 | 4085 | 10460 | 5901 | 332 | 9319 | 3832 | 10403 | 7153 | 9787 | 259266 | 699 | 55143 | 7272 | 9212 | 3833 | 4751 | 4605,IDA | IBA | IMP | IEA | TAS | ISS | NAS
Belinostat,all_selected,GO:BP,GO:0000819,sister chromatid segregation,2.916866439659948e-17,True,200,175,29,11154,0.145,0.1657142857142857,11065 | 81620 | 5347 | 24137 | 146909 | 23397 | 22974 | 11130 | 57405 | 9055 | 1063 | 56992 | 220134 | 4085 | 10460 | 5901 | 332 | 9319 | 3832 | 10403 | 7153 | 9787 | 699 | 55143 | 7272 | 9212 | 3833 | 4751 | 4605,IDA | IBA | IMP | TAS | IEA | ISS | NAS
Belinostat,all_selected,REAC,REAC:R-HSA-1640170,Cell Cycle,3.6013560161679704e-17,True,200,505,45,11154,0.225,0.0891089108910891,11065 | 81620 | 4171 | 5427 | 1019 | 9133 | 5347 | 2305 | 890 | 51512 | 55355 | 23397 | 22974 | 11130 | 57405 | 1063 | 6241 | 220134 | 4085 | 2237 | 9837 | 4176 | 5901 | 7298 | 332 | 4001 | 79019 | 5577 | 10403 | 5888 | 5984 | 23345 | 3978 | 7153 | 10112 | 699 | 55143 | 3161 | 1058 | 9212 | 23649 | 4751 | 4605 | 11339 | 993,REAC
Belinostat,all_selected,REAC,REAC:R-HSA-69278,"Cell Cycle, Mitotic",3.6013560161679704e-17,True,200,405,41,11154,0.205,0.1012345679012345,11065 | 81620 | 4171 | 5427 | 1019 | 9133 | 5347 | 2305 | 890 | 51512 | 23397 | 22974 | 11130 | 57405 | 1063 | 6241 | 220134 | 4085 | 2237 | 9837 | 4176 | 5901 | 7298 | 332 | 4001 | 79019 | 5577 | 10403 | 5984 | 3978 | 7153 | 10112 | 699 | 55143 | 3161 | 1058 | 9212 | 23649 | 4751 | 4605 | 993,REAC
Belinostat,all_selected,GO:BP,GO:1903047,mitotic cell cycle process,2.0099964334319464e-16,True,200,568,47,11154,0.235,0.0827464788732394,11065 | 81620 | 4171 | 1019 | 9133 | 5347 | 2305 | 890 | 24137 | 146909 | 11170 | 23397 | 22974 | 11130 | 57405 | 9055 | 1063 | 4288 | 56992 | 1894 | 6241 | 220134 | 4085 | 10460 | 26586 | 9837 | 5901 | 332 | 9319 | 3832 | 10403 | 5888 | 3978 | 10112 | 9787 | 699 | 55143 | 7272 | 1058 | 9212 | 9833 | 3833 | 5243 | 4751 | 4605 | 4303 | 993,IDA | IMP | IBA | NAS | IEA | TAS | ISS | IGI
Belinostat,all_selected,GO:BP,GO:0051301,cell division,2.1792675115483313e-14,True,200,460,40,11154,0.2,0.0869565217391304,11065 | 81620 | 1019 | 9133 | 5347 | 890 | 24137 | 146909 | 23397 | 22974 | 11130 | 57405 | 9055 | 1063 | 1894 | 220134 | 4085 | 4192 | 10460 | 26586 | 5901 | 332 | 3832 | 10403 | 10628 | 3068 | 3978 | 7153 | 10112 | 259266 | 699 | 83461 | 55143 | 1058 | 9212 | 3833 | 4751 | 11339 | 8091 | 993,IEA | IDA | IMP | TAS | IBA | IGI | NAS | ISS
Belinostat,all_selected,GO:BP,GO:0140014,mitotic nuclear division,2.992381266052048e-14,True,200,210,28,11154,0.14,0.1333333333333333,11065 | 81620 | 5347 | 24137 | 146909 | 23397 | 22974 | 11130 | 57405 | 9055 | 1063 | 4288 | 56992 | 220134 | 4085 | 5901 | 332 | 9319 | 3832 | 10403 | 9787 | 699 | 55143 | 7272 | 9212 | 3833 | 4751 | 4605,IDA | IMP | TAS | IBA | IEA | NAS | ISS
Belinostat,all_selected,GO:BP,GO:0000278,mitotic cell cycle,3.649332453749869e-14,True,200,682,48,11154,0.24,0.0703812316715542,11065 | 81620 | 4171 | 1019 | 9133 | 5347 | 2305 | 890 | 24137 | 146909 | 11170 | 23397 | 22974 | 11130 | 57405 | 9055 | 1063 | 4288 | 56992 | 1894 | 6241 | 220134 | 4085 | 10460 | 26586 | 9837 | 5901 | 332 | 9319 | 3832 | 10403 | 5888 | 3978 | 10112 | 9787 | 699 | 55143 | 7272 | 1058 | 9212 | 9833 | 3833 | 5243 | 3082 | 4751 | 4605 | 4303 | 993,IDA | IMP | IBA | NAS | IEA | TAS | ISS | IGI
Belinostat,all_selected,GO:BP,GO:0000280,nuclear division,6.696772209663739e-14,True,200,297,32,11154,0.16,0.1077441077441077,11065 | 81620 | 9133 | 5347 | 24137 | 146909 | 23397 | 22974 | 11130 | 57405 | 9055 | 1063 | 4288 | 56992 | 220134 | 4085 | 5901 | 332 | 9319 | 3832 | 10403 | 5888 | 7153 | 9787 | 259266 | 699 | 55143 | 7272 | 9212 | 3833 | 4751 | 4605,IDA | IMP | IEA | TAS | IBA | ISS | NAS
Belinostat,all_selected,GO:BP,GO:0022402,cell cycle process,2.4746839190971644e-13,True,200,901,54,11154,0.27,0.0599334073251942,11065 | 81620 | 4171 | 1019 | 9133 | 5347 | 2305 | 890 | 24137 | 146909 | 11170 | 55355 | 23397 | 22974 | 11130 | 57405 | 9055 | 1063 | 4288 | 56992 | 1894 | 6241 | 220134 | 4085 | 10460 | 2237 | 26586 | 9837 | 5901 | 332 | 79019 | 9319 | 3832 | 10403 | 5888 | 3978 | 7153 | 10112 | 9787 | 259266 | 699 | 55143 | 7272 | 1058 | 9212 | 9833 | 3833 | 5243 | 4751 | 4605 | 11339 | 8091 | 4303 | 993,IDA | IMP | IBA | IEA | NAS | TAS | ISO | ISS | IGI
Belinostat,all_selected,GO:BP,GO:0051276,chromosome organization,4.059769880522858e-13,True,200,386,35,11154,0.175,0.0906735751295336,11065 | 81620 | 5347 | 24137 | 146909 | 55355 | 23397 | 22974 | 11130 | 57405 | 9055 | 1063 | 56992 | 220134 | 4085 | 10460 | 2237 | 5901 | 332 | 9319 | 3832 | 10403 | 5888 | 7153 | 9787 | 699 | 55143 | 7272 | 1058 | 9212 | 3833 | 4751 | 4605 | 11339 | 8091,IDA | IBA | IMP | TAS | IEA | ISS | NAS
Belinostat,all_selected,GO:BP,GO:0010965,regulation of mitotic sister chromatid separation,4.968315439165926e-13,True,200,47,15,11154,0.075,0.3191489361702128,11065 | 5347 | 11130 | 57405 | 1063 | 220134 | 4085 | 332 | 9319 | 10403 | 9787 | 699 | 55143 | 7272 | 9212,IDA | IMP | IBA | NAS | IEA | TAS
Belinostat,all_selected,GO:BP,GO:0007049,cell cycle,8.160414338954007e-13,True,200,1168,61,11154,0.305,0.0522260273972602,11065 | 81620 | 4171 | 1019 | 9133 | 5347 | 2305 | 890 | 24137 | 146909 | 11170 | 55355 | 23397 | 22974 | 11130 | 57405 | 9055 | 1063 | 4288 | 56992 | 1894 | 6241 | 4616 | 220134 | 4085 | 10460 | 2237 | 26586 | 9837 | 5901 | 332 | 6839 | 79019 | 9319 | 10370 | 3832 | 10403 | 5888 | 3978 | 7957 | 7153 | 10112 | 9787 | 259266 | 699 | 55143 | 23481 | 7272 | 1058 | 9212 | 9833 | 3833 | 5243 | 3082 | 4751 | 4605 | 11339 | 8091 | 4303 | 993 | 26959,IDA | IMP | IBA | IEA | NAS | TAS | ISO | ISS | IGI
Belinostat,all_selected,GO:BP,GO:0048285,organelle fission,8.160414338954007e-13,True,200,328,32,11154,0.16,0.0975609756097561,11065 | 81620 | 9133 | 5347 | 24137 | 146909 | 23397 | 22974 | 11130 | 57405 | 9055 | 1063 | 4288 | 56992 | 220134 | 4085 | 5901 | 332 | 9319 | 3832 | 10403 | 5888 | 7153 | 9787 | 259266 | 699 | 55143 | 7272 | 9212 | 3833 | 4751 | 4605,IDA | IMP | IEA | TAS | IBA | ISS | NAS
Belinostat,all_selected,GO:BP,GO:0051306,mitotic sister chromatid separation,8.160414338954007e-13,True,200,49,15,11154,0.075,0.3061224489795918,11065 | 5347 | 11130 | 57405 | 1063 | 220134 | 4085 | 332 | 9319 | 10403 | 9787 | 699 | 55143 | 7272 | 9212,IDA | IMP | IBA | NAS | IEA | TAS
Belinostat,all_selected,GO:BP,GO:1905818,regulation of chromosome separation,1.3626703506204637e-12,True,200,61,16,11154,0.08,0.2622950819672131,11065 | 5347 | 23397 | 11130 | 57405 | 1063 | 220134 | 4085 | 332 | 9319 | 10403 | 9787 | 699 | 55143 | 7272 | 9212,IDA | IMP | ISO | IEA | ISS | IBA | NAS | TAS
Belinostat,all_selected,GO:BP,GO:0051304,chromosome separation,2.947367808092729e-12,True,200,64,16,11154,0.08,0.25,11065 | 5347 | 23397 | 11130 | 57405 | 1063 | 220134 | 4085 | 332 | 9319 | 10403 | 9787 | 699 | 55143 | 7272 | 9212,IDA | IMP | ISO | IEA | ISS | IBA | NAS | TAS
Belinostat,all_selected,GO:BP,GO:0007094,mitotic spindle assembly checkpoint signaling,5.714741376551183e-12,True,200,37,13,11154,0.065,0.3513513513513513,5347 | 11130 | 57405 | 1063 | 220134 | 4085 | 332 | 9319 | 10403 | 699 | 55143 | 7272 | 9212,IMP | IDA | IBA | NAS | IEA | TAS
Belinostat,all_selected,GO:BP,GO:0071174,mitotic spindle checkpoint signaling,5.714741376551183e-12,True,200,37,13,11154,0.065,0.3513513513513513,5347 | 11130 | 57405 | 1063 | 220134 | 4085 | 332 | 9319 | 10403 | 699 | 55143 | 7272 | 9212,IMP | IDA | IBA | NAS | IEA | TAS
Belinostat,all_selected,GO:BP,GO:0071173,spindle assembly checkpoint signaling,5.714741376551183e-12,True,200,37,13,11154,0.065,0.3513513513513513,5347 | 11130 | 57405 | 1063 | 220134 | 4085 | 332 | 9319 | 10403 | 699 | 55143 | 7272 | 9212,IMP | IDA | ISS | IBA | NAS | IEA | TAS
Belinostat,all_selected,GO:BP,GO:0031577,spindle checkpoint signaling,8.143828251614101e-12,True,200,38,13,11154,0.065,0.3421052631578947,5347 | 11130 | 57405 | 1063 | 220134 | 4085 | 332 | 9319 | 10403 | 699 | 55143 | 7272 | 9212,IMP | IDA | ISS | IBA | NAS | IEA | TAS
Belinostat,all_selected,GO:BP,GO:2000816,negative regulation of mitotic sister chromatid separation,1.0101291401671469e-11,True,200,39,13,11154,0.065,0.3333333333333333,5347 | 11130 | 57405 | 1063 | 220134 | 4085 | 332 | 9319 | 10403 | 699 | 55143 | 7272 | 9212,IMP | IDA | IBA | NAS | IEA | TAS
Belinostat,all_selected,GO:BP,GO:0033046,negative regulation of sister chromatid segregation,1.0101291401671469e-11,True,200,39,13,11154,0.065,0.3333333333333333,5347 | 11130 | 57405 | 1063 | 220134 | 4085 | 332 | 9319 | 10403 | 699 | 55143 | 7272 | 9212,IMP | IDA | IBA | NAS | IEA | TAS
Belinostat,all_selected,GO:BP,GO:0045841,negative regulation of mitotic metaphase/anaphase transition,1.0101291401671469e-11,True,200,39,13,11154,0.065,0.3333333333333333,5347 | 11130 | 57405 | 1063 | 220134 | 4085 | 332 | 9319 | 10403 | 699 | 55143 | 7272 | 9212,IMP | IDA | IBA | NAS | IEA | TAS
Belinostat,all_selected,GO:BP,GO:0033048,negative regulation of mitotic sister chromatid segregation,1.0101291401671469e-11,True,200,39,13,11154,0.065,0.3333333333333333,5347 | 11130 | 57405 | 1063 | 220134 | 4085 | 332 | 9319 | 10403 | 699 | 55143 | 7272 | 9212,IMP | IDA | IBA | NAS | IEA | TAS
Belinostat,all_selected,GO:BP,GO:1902850,microtubule cytoskeleton organization involved in mitosis,1.1539123559724126e-11,True,200,127,20,11154,0.1,0.1574803149606299,5347 | 24137 | 22974 | 57405 | 9055 | 56992 | 4085 | 10460 | 5901 | 332 | 3832 | 10403 | 9787 | 55143 | 7272 | 1058 | 9212 | 3833 | 4751 | 4605,IDA | IBA | TAS | IMP | ISS | IEA | NAS
Belinostat,all_selected,GO:BP,GO:0051985,negative regulation of chromosome segregation,1.830612832727276e-11,True,200,41,13,11154,0.065,0.3170731707317073,5347 | 11130 | 57405 | 1063 | 220134 | 4085 | 332 | 9319 | 10403 | 699 | 55143 | 7272 | 9212,IMP | IDA | ISS | IBA | NAS | IEA | TAS
Belinostat,all_selected,GO:BP,GO:1905819,negative regulation of chromosome separation,1.830612832727276e-11,True,200,41,13,11154,0.065,0.3170731707317073,5347 | 11130 | 57405 | 1063 | 220134 | 4085 | 332 | 9319 | 10403 | 699 | 55143 | 7272 | 9212,IMP | IDA | ISS | IBA | NAS | IEA | TAS
Belinostat,all_selected,GO:BP,GO:1902100,negative regulation of metaphase/anaphase transition of cell cycle,1.830612832727276e-11,True,200,41,13,11154,0.065,0.3170731707317073,5347 | 11130 | 57405 | 1063 | 220134 | 4085 | 332 | 9319 | 10403 | 699 | 55143 | 7272 | 9212,IMP | IDA | ISS | IBA | NAS | IEA | TAS
Belinostat,all_selected,GO:BP,GO:0007052,mitotic spindle organization,2.0087772453053825e-11,True,200,101,18,11154,0.09,0.1782178217821782,5347 | 24137 | 22974 | 57405 | 9055 | 56992 | 10460 | 5901 | 332 | 3832 | 10403 | 9787 | 55143 | 7272 | 9212 | 3833 | 4751 | 4605,IDA | IBA | TAS | IMP | ISS | IEA | NAS
Belinostat,all_selected,GO:BP,GO:0007091,metaphase/anaphase transition of mitotic cell cycle,2.968092476269528e-11,True,200,76,16,11154,0.08,0.2105263157894736,11065 | 5347 | 11130 | 57405 | 1063 | 220134 | 4085 | 10460 | 332 | 9319 | 10403 | 9787 | 699 | 55143 | 7272 | 9212,IDA | IBA | IMP | TAS | NAS | IEA
Belinostat,all_selected,GO:BP,GO:0007051,spindle organization,3.591136547373342e-11,True,200,153,21,11154,0.105,0.1372549019607843,9133 | 5347 | 24137 | 22974 | 57405 | 9055 | 56992 | 220134 | 10460 | 5901 | 332 | 3832 | 10403 | 9787 | 259266 | 55143 | 7272 | 9212 | 3833 | 4751 | 4605,IEA | IDA | IBA | TAS | IMP | ISS | NAS
Belinostat,all_selected,GO:BP,GO:0044784,metaphase/anaphase transition of cell cycle,4.290971170608318e-11,True,200,78,16,11154,0.08,0.2051282051282051,11065 | 5347 | 11130 | 57405 | 1063 | 220134 | 4085 | 10460 | 332 | 9319 | 10403 | 9787 | 699 | 55143 | 7272 | 9212,IDA | IBA | IMP | TAS | ISS | NAS | IEA
Belinostat,all_selected,GO:BP,GO:0033047,regulation of mitotic sister chromatid segregation,6.075455972176532e-11,True,200,45,13,11154,0.065,0.2888888888888888,5347 | 11130 | 57405 | 1063 | 220134 | 4085 | 332 | 9319 | 10403 | 699 | 55143 | 7272 | 9212,IMP | IDA | IBA | NAS | IEA | TAS
Belinostat,all_selected,GO:BP,GO:0007088,regulation of mitotic nuclear division,6.478934599292705e-11,True,200,94,17,11154,0.085,0.1808510638297872,11065 | 5347 | 11130 | 57405 | 1063 | 4288 | 220134 | 4085 | 332 | 9319 | 10403 | 9787 | 699 | 55143 | 7272 | 9212 | 4751,IDA | IMP | IBA | NAS | IEA | TAS
Belinostat,all_selected,GO:BP,GO:0045839,negative regulation of mitotic nuclear division,7.873667247290754e-11,True,200,46,13,11154,0.065,0.2826086956521739,5347 | 11130 | 57405 | 1063 | 220134 | 4085 | 332 | 9319 | 10403 | 699 | 55143 | 7272 | 9212,IMP | IDA | IBA | NAS | IEA | TAS
Belinostat,all_selected,GO:BP,GO:0033045,regulation of sister chromatid segregation,1.2935273470525824e-10,True,200,84,16,11154,0.08,0.1904761904761904,11065 | 5347 | 11130 | 57405 | 1063 | 220134 | 4085 | 10460 | 332 | 9319 | 10403 | 9787 | 699 | 55143 | 7272 | 9212,IDA | IBA | IMP | TAS | ISS | NAS | IEA
Belinostat,all_selected,GO:BP,GO:0030071,regulation of mitotic metaphase/anaphase transition,1.6286670425896103e-10,True,200,72,15,11154,0.075,0.2083333333333333,11065 | 5347 | 11130 | 57405 | 1063 | 220134 | 4085 | 332 | 9319 | 10403 | 9787 | 699 | 55143 | 7272 | 9212,IDA | IBA | IMP | NAS | IEA | TAS
Belinostat,all_selected,GO:BP,GO:0051784,negative regulation of nuclear division,1.7890991834162895e-10,True,200,49,13,11154,0.065,0.2653061224489796,5347 | 11130 | 57405 | 1063 | 220134 | 4085 | 332 | 9319 | 10403 | 699 | 55143 | 7272 | 9212,IMP | IDA | ISS | IBA | NAS | IEA | TAS
Belinostat,all_selected,GO:BP,GO:1902099,regulation of metaphase/anaphase transition of cell cycle,2.366927641103001e-10,True,200,74,15,11154,0.075,0.2027027027027027,11065 | 5347 | 11130 | 57405 | 1063 | 220134 | 4085 | 332 | 9319 | 10403 | 9787 | 699 | 55143 | 7272 | 9212,IDA | IBA | IMP | ISS | NAS | IEA | TAS
Belinostat,all_selected,GO:BP,GO:0051983,regulation of chromosome segregation,3.084573298532059e-10,True,200,104,17,11154,0.085,0.1634615384615384,11065 | 5347 | 23397 | 11130 | 57405 | 1063 | 220134 | 4085 | 10460 | 332 | 9319 | 10403 | 9787 | 699 | 55143 | 7272 | 9212,IDA | IBA | IMP | TAS | ISO | IEA | ISS | NAS
Belinostat,all_selected,GO:BP,GO:0051783,regulation of nuclear division,1.0389945757948471e-09,True,200,112,17,11154,0.085,0.1517857142857142,11065 | 5347 | 11130 | 57405 | 1063 | 4288 | 220134 | 4085 | 332 | 9319 | 10403 | 9787 | 699 | 55143 | 7272 | 9212 | 4751,IDA | IMP | ISS | IBA | NAS | IEA | TAS
Belinostat,all_selected,GO:BP,GO:0051225,spindle assembly,1.556673889246766e-09,True,200,99,16,11154,0.08,0.1616161616161616,9133 | 5347 | 24137 | 22974 | 9055 | 56992 | 220134 | 332 | 3832 | 10403 | 259266 | 55143 | 9212 | 3833 | 4751 | 4605,IEA | IDA | IMP | IBA | ISS | NAS | TAS
Belinostat,all_selected,GO:CC,GO:0000775,"chromosome, centromeric region",8.684327269404255e-09,True,200,178,20,11154,0.1,0.1123595505617977,81620 | 5347 | 55355 | 11130 | 57405 | 1063 | 220134 | 4085 | 332 | 6839 | 79019 | 10403 | 7153 | 699 | 55143 | 7272 | 1058 | 9212 | 4751 | 11339,IDA | IEA | IBA | NAS | IPI | TAS
Belinostat,all_selected,GO:CC,GO:0098687,chromosomal region,8.684327269404255e-09,True,200,283,25,11154,0.125,0.0883392226148409,81620 | 4171 | 5347 | 55355 | 11130 | 57405 | 1063 | 220134 | 4085 | 2237 | 4176 | 332 | 6839 | 79019 | 10403 | 5888 | 7153 | 699 | 79228 | 55143 | 7272 | 1058 | 9212 | 4751 | 11339,IDA | IEA | HDA | IBA | NAS | IPI | TAS
Belinostat,all_selected,GO:CC,GO:0000793,condensed chromosome,8.684327269404255e-09,True,200,197,21,11154,0.105,0.1065989847715736,81620 | 5347 | 55355 | 23397 | 11130 | 57405 | 1063 | 4288 | 220134 | 4085 | 332 | 6839 | 79019 | 10403 | 5888 | 7153 | 699 | 7272 | 1058 | 9212 | 4751,IDA | IEA | IBA | ISO | NAS | IPI | TAS | ISS
Belinostat,all_selected,GO:BP,GO:0044772,mitotic cell cycle phase transition,1.1639430730212262e-08,True,200,326,26,11154,0.13,0.0797546012269938,11065 | 1019 | 9133 | 5347 | 2305 | 890 | 11170 | 11130 | 57405 | 1063 | 6241 | 220134 | 4085 | 10460 | 332 | 9319 | 10403 | 9787 | 699 | 55143 | 7272 | 9212 | 9833 | 5243 | 4303 | 993,IDA | IMP | IBA | NAS | IEA | TAS | ISS
Belinostat,all_selected,GO:BP,GO:0090307,mitotic spindle assembly,1.3763755641467424e-08,True,200,55,12,11154,0.06,0.2181818181818181,5347 | 24137 | 22974 | 9055 | 56992 | 332 | 3832 | 55143 | 9212 | 3833 | 4751 | 4605,IDA | IMP | IEA | IBA | ISS | NAS | TAS
Belinostat,all_selected,GO:BP,GO:0010564,regulation of cell cycle process,2.9249584009915904e-08,True,200,536,33,11154,0.165,0.0615671641791044,11065 | 81620 | 1019 | 5347 | 11170 | 23397 | 22974 | 11130 | 57405 | 9055 | 1063 | 4288 | 1894 | 6241 | 220134 | 4085 | 10460 | 2237 | 332 | 9319 | 3832 | 10403 | 5888 | 10112 | 9787 | 699 | 55143 | 7272 | 9212 | 4751 | 8091 | 4303 | 993,IDA | IMP | IBA | IEA | TAS | ISO | ISS | NAS
Belinostat,all_selected,GO:BP,GO:0050000,chromosome localization,2.9249584009915904e-08,True,200,87,14,11154,0.07,0.160919540229885,81620 | 11130 | 57405 | 1063 | 1894 | 220134 | 332 | 10403 | 9787 | 55143 | 7272 | 9212 | 3833 | 4751,IMP | ISS | IDA | IBA | NAS | IEA
Belinostat,all_selected,GO:BP,GO:2001251,negative regulation of chromosome organization,3.2757715873308194e-08,True,200,73,13,11154,0.065,0.1780821917808219,5347 | 11130 | 57405 | 1063 | 220134 | 4085 | 332 | 9319 | 10403 | 699 | 55143 | 7272 | 9212,IMP | IDA | IBA | NAS | IEA | TAS
Belinostat,all_selected,REAC,REAC:R-HSA-69620,Cell Cycle Checkpoints,3.3167054276479706e-08,True,200,209,21,11154,0.105,0.1004784688995215,11065 | 4171 | 9133 | 5347 | 890 | 51512 | 11130 | 57405 | 1063 | 220134 | 4085 | 4176 | 332 | 79019 | 10403 | 5984 | 699 | 55143 | 1058 | 9212 | 993,REAC
Belinostat,all_selected,GO:BP,GO:0051310,metaphase chromosome alignment,3.6818455492796564e-08,True,200,74,13,11154,0.065,0.1756756756756756,81620 | 11130 | 57405 | 1063 | 1894 | 220134 | 332 | 10403 | 55143 | 7272 | 9212 | 3833 | 4751,IMP | ISS | IDA | IBA | NAS | IEA
Belinostat,all_selected,GO:BP,GO:0051726,regulation of cell cycle,3.6818455492796564e-08,True,200,796,41,11154,0.205,0.0515075376884422,11065 | 81620 | 1019 | 5347 | 2305 | 11170 | 23397 | 22974 | 11130 | 57405 | 9055 | 1063 | 4288 | 1894 | 6241 | 4616 | 220134 | 4085 | 10460 | 2237 | 332 | 6839 | 9319 | 10370 | 3832 | 10403 | 5888 | 7957 | 10112 | 9787 | 259266 | 699 | 55143 | 23481 | 7272 | 9212 | 4751 | 8091 | 4303 | 993 | 26959,IDA | IMP | IBA | IEA | TAS | ISO | ISS | NAS
Belinostat,all_selected,GO:BP,GO:0044770,cell cycle phase transition,3.6818455492796564e-08,True,200,399,28,11154,0.14,0.0701754385964912,11065 | 81620 | 1019 | 9133 | 5347 | 2305 | 890 | 11170 | 11130 | 57405 | 1063 | 6241 | 220134 | 4085 | 10460 | 332 | 9319 | 10403 | 5888 | 9787 | 699 | 55143 | 7272 | 9212 | 9833 | 5243 | 4303 | 993,IDA | IMP | IBA | IEA | NAS | TAS | ISS
Belinostat,all_selected,REAC,REAC:R-HSA-69618,Mitotic Spindle Checkpoint,5.718170338218696e-08,True,200,86,14,11154,0.07,0.1627906976744186,11065 | 5347 | 11130 | 57405 | 1063 | 220134 | 4085 | 332 | 79019 | 10403 | 699 | 55143 | 1058 | 9212,REAC
Belinostat,all_selected,GO:BP,GO:0033044,regulation of chromosome organization,6.28546966494778e-08,True,200,187,19,11154,0.095,0.1016042780748663,11065 | 5347 | 23397 | 11130 | 57405 | 1063 | 220134 | 4085 | 10460 | 2237 | 332 | 9319 | 10403 | 9787 | 699 | 55143 | 7272 | 9212 | 4751,IDA | IBA | IMP | TAS | ISS | NAS | IEA
Belinostat,all_selected,REAC,REAC:R-HSA-141424,Amplification of signal from the kinetochores,7.41513997825604e-08,True,200,75,13,11154,0.065,0.1733333333333333,5347 | 11130 | 57405 | 1063 | 220134 | 4085 | 332 | 79019 | 10403 | 699 | 55143 | 1058 | 9212,REAC
Belinostat,all_selected,REAC,REAC:R-HSA-141444,Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal,7.41513997825604e-08,True,200,75,13,11154,0.065,0.1733333333333333,5347 | 11130 | 57405 | 1063 | 220134 | 4085 | 332 | 79019 | 10403 | 699 | 55143 | 1058 | 9212,REAC
Belinostat,all_selected,GO:BP,GO:0000075,cell cycle checkpoint signaling,9.354174752608573e-08,True,200,131,16,11154,0.08,0.1221374045801526,81620 | 5347 | 11130 | 57405 | 1063 | 220134 | 4085 | 332 | 9319 | 10403 | 5888 | 699 | 55143 | 7272 | 9212 | 4303,IDA | IBA | IEA | IMP | ISS | NAS | TAS
Belinostat,all_selected,GO:CC,GO:0005819,spindle,1.0224920191314025e-07,True,200,305,24,11154,0.12,0.0786885245901639,5347 | 24137 | 146909 | 22974 | 9055 | 1063 | 56992 | 1894 | 220134 | 4085 | 10460 | 26586 | 332 | 3832 | 10112 | 9787 | 259266 | 55143 | 3161 | 7272 | 9212 | 3833 | 4751 | 51646,IDA | IBA | IEA | TAS | ISS
Belinostat,all_selected,GO:CC,GO:0000940,outer kinetochore,1.0224920191314025e-07,True,200,13,7,11154,0.035,0.5384615384615384,5347 | 11130 | 57405 | 1063 | 220134 | 10403 | 699,IDA | IPI | IBA | IEA | TAS
Belinostat,all_selected,GO:CC,GO:0000779,"condensed chromosome, centromeric region",1.161483393392179e-07,True,200,131,16,11154,0.08,0.1221374045801526,81620 | 5347 | 55355 | 11130 | 57405 | 1063 | 220134 | 4085 | 332 | 79019 | 10403 | 699 | 7272 | 1058 | 9212 | 4751,IDA | IEA | IBA | NAS | IPI | TAS
Belinostat,all_selected,GO:BP,GO:0007093,mitotic cell cycle checkpoint signaling,1.2674023017478752e-07,True,200,98,14,11154,0.07,0.1428571428571428,5347 | 11130 | 57405 | 1063 | 220134 | 4085 | 332 | 9319 | 10403 | 699 | 55143 | 7272 | 9212 | 4303,IDA | IMP | IBA | IEA | NAS | TAS | ISS
Belinostat,all_selected,REAC,REAC:R-HSA-2500257,Resolution of Sister Chromatid Cohesion,1.945344091636242e-07,True,200,98,14,11154,0.07,0.1428571428571428,9133 | 5347 | 11130 | 57405 | 1063 | 220134 | 4085 | 332 | 79019 | 10403 | 699 | 55143 | 1058 | 9212,REAC
Belinostat,all_selected,GO:BP,GO:0007143,female meiotic nuclear division,2.2971128856479685e-07,True,200,23,8,11154,0.04,0.3478260869565217,9133 | 5347 | 23397 | 220134 | 9319 | 10403 | 7153 | 7272,IEA | ISS
Belinostat,all_selected,REAC,REAC:R-HSA-68877,Mitotic Prometaphase,2.441143112017599e-07,True,200,157,17,11154,0.085,0.10828025477707,9133 | 5347 | 23397 | 11130 | 57405 | 1063 | 220134 | 4085 | 332 | 79019 | 5577 | 10403 | 699 | 55143 | 1058 | 9212 | 4751,REAC
