candidate,gene_set_scope,source,native,name,p_value,significant,query_size,term_size,intersection_size,effective_domain_size,precision,recall,intersection_genes,intersection_evidence_codes
NCH-51,all_selected,GO:BP,GO:1903046,meiotic cell cycle process,2.265186592102808e-05,True,200,129,13,11154,0.065,0.1007751937984496,9133 | 5347 | 23397 | 11130 | 220134 | 332 | 6790 | 10051 | 9319 | 7153 | 7272 | 259266 | 993,IEA | ISS | IBA
NCH-51,all_selected,GO:BP,GO:1901991,negative regulation of mitotic cell cycle phase transition,2.442289847769842e-05,True,200,130,13,11154,0.065,0.1,5347 | 699 | 55143 | 11170 | 1063 | 11130 | 220134 | 332 | 4085 | 9319 | 7272 | 57405 | 1843,IDA | IMP | IBA | TAS | IEA | NAS | ISS
NCH-51,all_selected,GO:BP,GO:0140013,meiotic nuclear division,3.153473534779797e-05,True,200,112,12,11154,0.06,0.1071428571428571,9133 | 5347 | 23397 | 11130 | 220134 | 332 | 6790 | 10051 | 9319 | 7153 | 7272 | 259266,IEA | ISS | IBA
NCH-51,all_selected,GO:BP,GO:0045787,positive regulation of cell cycle,3.26657024164941e-05,True,200,256,18,11154,0.09,0.0703125,11065 | 699 | 23397 | 55143 | 9787 | 2237 | 220134 | 29127 | 332 | 6790 | 4085 | 10051 | 6491 | 1894 | 1019 | 54892 | 6241 | 993,IDA | IMP | ISO | IEA | NAS | ISS | TAS | IBA
NCH-51,all_selected,GO:BP,GO:0007017,microtubule-based process,3.881261354754e-05,True,200,599,29,11154,0.145,0.0484140233722871,26112 | 9133 | 10112 | 5347 | 51512 | 146909 | 22974 | 55143 | 9787 | 11170 | 24137 | 1058 | 9055 | 56992 | 26586 | 10460 | 3833 | 220134 | 29127 | 332 | 5901 | 6790 | 4085 | 6491 | 7272 | 259266 | 57405 | 361 | 3835,IMP | IEA | IDA | IBA | TAS | NAS | ISS
NCH-51,all_selected,GO:BP,GO:0007346,regulation of mitotic cell cycle,4.407046924477872e-05,True,200,377,22,11154,0.11,0.0583554376657824,11065 | 5347 | 699 | 55143 | 9787 | 11170 | 1063 | 11130 | 220134 | 332 | 6790 | 4085 | 9319 | 6491 | 7272 | 4288 | 57405 | 1843 | 1019 | 6241 | 993 | 54962,IDA | IMP | IBA | TAS | IEA | NAS | ISS
NCH-51,all_selected,REAC,REAC:R-HSA-9648025,EML4 and NUDC in mitotic spindle formation,4.4897671478217e-05,True,200,91,11,11154,0.055,0.1208791208791208,79019 | 5347 | 699 | 55143 | 1058 | 1063 | 11130 | 220134 | 332 | 4085 | 57405,REAC
NCH-51,all_selected,GO:BP,GO:0006261,DNA-templated DNA replication,4.789856517462017e-05,True,200,117,12,11154,0.06,0.1025641025641025,4171 | 81620 | 2237 | 4176 | 5427 | 8318 | 9156 | 3978 | 9837 | 5982 | 54962 | 10721,IMP | IBA | NAS | IEA | IDA | TAS
NCH-51,all_selected,GO:BP,GO:0010948,negative regulation of cell cycle process,4.8405832606678266e-05,True,200,211,16,11154,0.08,0.0758293838862559,81620 | 5347 | 699 | 55143 | 11170 | 1063 | 11130 | 220134 | 332 | 4085 | 9319 | 7272 | 57405 | 8318 | 1843 | 54962,IDA | IBA | IEA | IMP | TAS | NAS | ISS
NCH-51,all_selected,GO:BP,GO:0051231,spindle elongation,5.018602544496564e-05,True,200,12,5,11154,0.025,0.4166666666666667,55143 | 24137 | 9055 | 29127 | 332,NAS | IMP | IBA | TAS | IDA
NCH-51,all_selected,GO:BP,GO:0006260,DNA replication,5.345017663638045e-05,True,200,213,16,11154,0.08,0.0751173708920187,4171 | 81620 | 890 | 2237 | 10535 | 4176 | 5427 | 8318 | 9156 | 3978 | 9837 | 27000 | 993 | 5982 | 54962 | 10721,IMP | IBA | TAS | NAS | IEA | IDA
NCH-51,all_selected,GO:BP,GO:0045930,negative regulation of mitotic cell cycle,6.303594193907426e-05,True,200,166,14,11154,0.07,0.0843373493975903,5347 | 699 | 55143 | 11170 | 1063 | 11130 | 220134 | 332 | 4085 | 9319 | 7272 | 57405 | 1843 | 54962,IDA | IMP | IBA | TAS | IEA | NAS | ISS
NCH-51,all_selected,REAC,REAC:R-HSA-69190,DNA strand elongation,6.313163571588823e-05,True,200,31,7,11154,0.035,0.2258064516129032,4171 | 2237 | 4176 | 8318 | 3978 | 9837 | 5982,REAC
NCH-51,all_selected,REAC,REAC:R-HSA-68882,Mitotic Anaphase,6.544126242781811e-05,True,200,186,15,11154,0.075,0.0806451612903225,11065 | 79019 | 9133 | 5347 | 699 | 55143 | 1058 | 1063 | 11130 | 220134 | 332 | 5901 | 4085 | 57405 | 4001,REAC
NCH-51,all_selected,REAC,REAC:R-HSA-2555396,Mitotic Metaphase and Anaphase,6.544126242781811e-05,True,200,187,15,11154,0.075,0.0802139037433155,11065 | 79019 | 9133 | 5347 | 699 | 55143 | 1058 | 1063 | 11130 | 220134 | 332 | 5901 | 4085 | 57405 | 4001,REAC
NCH-51,all_selected,REAC,REAC:R-HSA-69242,S Phase,6.544126242781811e-05,True,200,138,13,11154,0.065,0.0942028985507246,11065 | 4171 | 81620 | 890 | 2237 | 4176 | 5427 | 8318 | 3978 | 1019 | 9837 | 993 | 5982,REAC
NCH-51,all_selected,GO:BP,GO:0045786,negative regulation of cell cycle,8.26065808808215e-05,True,200,275,18,11154,0.09,0.0654545454545454,81620 | 5347 | 699 | 55143 | 11170 | 1063 | 11130 | 220134 | 332 | 4085 | 9319 | 6839 | 7272 | 57405 | 8318 | 7957 | 1843 | 54962,IDA | IBA | IEA | IMP | TAS | NAS | ISS
NCH-51,all_selected,GO:CC,GO:0043232,intracellular membraneless organelle,8.438492002538354e-05,True,200,3862,101,11154,0.505,0.0261522527187985,6943 | 2354 | 4171 | 316 | 26112 | 5156 | 79019 | 81620 | 9133 | 10112 | 5347 | 890 | 2305 | 55355 | 51512 | 699 | 146909 | 23397 | 22974 | 55143 | 9787 | 11170 | 24137 | 64344 | 1058 | 3161 | 1063 | 9055 | 56992 | 26586 | 10460 | 3833 | 11130 | 63876 | 9590 | 55247 | 2237 | 220134 | 80758 | 29127 | 55215 | 332 | 126393 | 8013 | 5901 | 4176 | 11080 | 5577 | 6790 | 7010 | 4085 | 364 | 7123 | 10051 | 10921 | 5427 | 9319 | 6839 | 7145 | 7153 | 6491 | 7272 | 259266 | 5725 | 4288 | 11335 | 4306 | 57405 | 4001 | 8318 | 256949 | 124 | 2034 | 3835 | 4354 | 57109 | 54606 | 9156 | 4783 | 55800 | 467 | 1894 | 1019 | 51067 | 79080 | 54892 | 9837 | 27000 | 800 | 56062 | 55786 | 8736 | 57658 | 367 | 5982 | 9238 | 54962 | 125 | 10721 | 9467 | 23710,ISA | IDA | IPI | HDA | ISS | TAS | IEA | IBA | ISO | NAS | IMP
NCH-51,all_selected,GO:CC,GO:0043228,membraneless organelle,8.438492002538354e-05,True,200,3862,101,11154,0.505,0.0261522527187985,6943 | 2354 | 4171 | 316 | 26112 | 5156 | 79019 | 81620 | 9133 | 10112 | 5347 | 890 | 2305 | 55355 | 51512 | 699 | 146909 | 23397 | 22974 | 55143 | 9787 | 11170 | 24137 | 64344 | 1058 | 3161 | 1063 | 9055 | 56992 | 26586 | 10460 | 3833 | 11130 | 63876 | 9590 | 55247 | 2237 | 220134 | 80758 | 29127 | 55215 | 332 | 126393 | 8013 | 5901 | 4176 | 11080 | 5577 | 6790 | 7010 | 4085 | 364 | 7123 | 10051 | 10921 | 5427 | 9319 | 6839 | 7145 | 7153 | 6491 | 7272 | 259266 | 5725 | 4288 | 11335 | 4306 | 57405 | 4001 | 8318 | 256949 | 124 | 2034 | 3835 | 4354 | 57109 | 54606 | 9156 | 4783 | 55800 | 467 | 1894 | 1019 | 51067 | 79080 | 54892 | 9837 | 27000 | 800 | 56062 | 55786 | 8736 | 57658 | 367 | 5982 | 9238 | 54962 | 125 | 10721 | 9467 | 23710,ISA | IDA | IPI | HDA | ISS | TAS | IEA | IBA | ISO | NAS | IMP
NCH-51,all_selected,GO:CC,GO:0030496,midbody,9.491720458890751e-05,True,200,150,13,11154,0.065,0.0866666666666666,26112 | 10112 | 5347 | 55143 | 24137 | 1063 | 9055 | 29127 | 332 | 5901 | 6790 | 259266 | 1894,IEA | IDA | IBA | TAS
NCH-51,all_selected,GO:CC,GO:0031981,nuclear lumen,9.532697184975756e-05,True,200,3319,90,11154,0.45,0.0271166013859596,11065 | 6943 | 2354 | 4171 | 316 | 5156 | 79019 | 81620 | 10112 | 5347 | 890 | 2305 | 55355 | 51512 | 699 | 146909 | 23397 | 22974 | 55143 | 11170 | 24137 | 64344 | 1058 | 1063 | 9055 | 26586 | 11130 | 63876 | 55247 | 2237 | 220134 | 10535 | 80758 | 29127 | 55215 | 332 | 126393 | 8013 | 5901 | 4176 | 11080 | 6790 | 23234 | 23673 | 4085 | 7123 | 10051 | 10921 | 5427 | 51690 | 6839 | 80324 | 7153 | 6491 | 5725 | 4288 | 22827 | 11335 | 4306 | 4001 | 8318 | 124 | 2034 | 3835 | 57109 | 54606 | 7957 | 9156 | 467 | 4329 | 1894 | 3978 | 1019 | 51067 | 79080 | 54892 | 5602 | 9837 | 27000 | 6241 | 55038 | 55786 | 5648 | 993 | 367 | 5982 | 54962 | 125 | 10721 | 9467,TAS | IDA | IPI | ISS | IEA | ISO | IBA | IMP
NCH-51,all_selected,REAC,REAC:R-HSA-156711,Polo-like kinase mediated events,9.543124287975372e-05,True,200,13,5,11154,0.025,0.3846153846153846,9133 | 5347 | 2305 | 1063 | 993,REAC
NCH-51,all_selected,GO:CC,GO:0005654,nucleoplasm,0.0001076676350998,True,200,3083,85,11154,0.425,0.0275705481673694,11065 | 6943 | 2354 | 4171 | 316 | 5156 | 79019 | 81620 | 10112 | 5347 | 890 | 2305 | 55355 | 51512 | 699 | 146909 | 23397 | 22974 | 55143 | 11170 | 64344 | 1058 | 1063 | 9055 | 11130 | 63876 | 55247 | 2237 | 220134 | 10535 | 80758 | 29127 | 55215 | 332 | 126393 | 8013 | 5901 | 4176 | 11080 | 6790 | 23234 | 23673 | 4085 | 10051 | 10921 | 5427 | 51690 | 6839 | 80324 | 7153 | 6491 | 5725 | 4288 | 22827 | 11335 | 4306 | 4001 | 8318 | 124 | 2034 | 3835 | 57109 | 7957 | 9156 | 467 | 4329 | 1894 | 3978 | 1019 | 51067 | 79080 | 54892 | 5602 | 9837 | 27000 | 6241 | 55038 | 5648 | 993 | 367 | 5982 | 54962 | 125 | 10721 | 9467,TAS | IDA | IPI | ISS | IEA | IBA
NCH-51,all_selected,REAC,REAC:R-HSA-69239,Synthesis of DNA,0.0001079539023414,True,200,104,11,11154,0.055,0.1057692307692307,11065 | 4171 | 81620 | 890 | 2237 | 4176 | 5427 | 8318 | 3978 | 9837 | 5982,REAC
NCH-51,all_selected,GO:BP,GO:0033260,nuclear DNA replication,0.0001324664128113,True,200,37,7,11154,0.035,0.1891891891891892,4171 | 81620 | 2237 | 8318 | 3978 | 9837 | 54962,IBA | IDA | IEA | TAS
NCH-51,all_selected,REAC,REAC:R-HSA-5663220,RHO GTPases Activate Formins,0.0001616686490196,True,200,109,11,11154,0.055,0.1009174311926605,79019 | 5347 | 699 | 55143 | 1058 | 1063 | 11130 | 220134 | 332 | 4085 | 57405,REAC
NCH-51,all_selected,GO:BP,GO:0006259,DNA metabolic process,0.0001671817387409,True,200,684,30,11154,0.15,0.043859649122807,4171 | 81620 | 5347 | 890 | 2305 | 1063 | 55247 | 2237 | 1776 | 10535 | 55215 | 5901 | 4176 | 7298 | 5427 | 9319 | 7153 | 8318 | 3835 | 57109 | 9156 | 3082 | 3978 | 9837 | 7832 | 27000 | 993 | 5982 | 54962 | 10721,IMP | IBA | TAS | NAS | IEA | IDA | ISS | IC | IPI | IGI
NCH-51,all_selected,REAC,REAC:R-HSA-69306,DNA Replication,0.0001825275876148,True,200,111,11,11154,0.055,0.0990990990990991,11065 | 4171 | 81620 | 890 | 2237 | 4176 | 5427 | 8318 | 3978 | 9837 | 5982,REAC
NCH-51,all_selected,GO:BP,GO:0008608,attachment of spindle microtubules to kinetochore,0.000185122843417,True,200,39,7,11154,0.035,0.1794871794871795,81620 | 55143 | 220134 | 29127 | 332 | 57405 | 1894,IMP | NAS | IDA
NCH-51,all_selected,GO:BP,GO:0044786,cell cycle DNA replication,0.000185122843417,True,200,39,7,11154,0.035,0.1794871794871795,4171 | 81620 | 2237 | 8318 | 3978 | 9837 | 54962,IBA | IDA | IEA | TAS
NCH-51,all_selected,GO:BP,GO:0051984,positive regulation of chromosome segregation,0.0001897782654102,True,200,26,6,11154,0.03,0.2307692307692307,23397 | 55143 | 220134 | 332 | 10051 | 54892,ISO | IEA | NAS | IMP
NCH-51,all_selected,GO:BP,GO:0051640,organelle localization,0.0001949441105503,True,200,449,23,11154,0.115,0.0512249443207126,81620 | 5347 | 55143 | 9787 | 1058 | 1063 | 10460 | 3833 | 11130 | 220134 | 29127 | 332 | 8013 | 5901 | 23673 | 4085 | 3745 | 7272 | 259266 | 57405 | 4001 | 3835 | 1894,IMP | IDA | NAS | IBA | ISS | IEA
NCH-51,all_selected,GO:BP,GO:0000281,mitotic cytokinesis,0.0002030833880388,True,200,73,9,11154,0.045,0.1232876712328767,10112 | 5347 | 55143 | 24137 | 1058 | 26586 | 29127 | 332 | 1894,IMP | IDA | TAS | NAS | IGI | IBA | IC
NCH-51,all_selected,GO:CC,GO:0000228,nuclear chromosome,0.0002242118808295,True,200,165,13,11154,0.065,0.0787878787878787,4171 | 5347 | 23397 | 332 | 4176 | 10051 | 5427 | 6839 | 7153 | 8318 | 54892 | 9837 | 54962,IPI | ISS | IEA | ISO | IDA | IBA | TAS
NCH-51,all_selected,GO:BP,GO:1901970,positive regulation of mitotic sister chromatid separation,0.0002284119462449,True,200,16,5,11154,0.025,0.3125,11065 | 55143 | 9787 | 220134 | 332,IDA | NAS | IMP
NCH-51,all_selected,KEGG,KEGG:03030,DNA replication,0.0002287834620898,True,200,34,7,11154,0.035,0.2058823529411764,4171 | 2237 | 10535 | 4176 | 5427 | 3978 | 5982,KEGG
NCH-51,all_selected,GO:BP,GO:1903504,regulation of mitotic spindle checkpoint,0.0003117992316046,True,200,17,5,11154,0.025,0.2941176470588235,55143 | 220134 | 332 | 4085 | 1843,NAS | IMP | IDA | IEA | ISS
NCH-51,all_selected,GO:BP,GO:0090266,regulation of mitotic cell cycle spindle assembly checkpoint,0.0003117992316046,True,200,17,5,11154,0.025,0.2941176470588235,55143 | 220134 | 332 | 4085 | 1843,NAS | IMP | IDA | IEA | ISS
NCH-51,all_selected,GO:CC,GO:0000922,spindle pole,0.0003239856513743,True,200,123,11,11154,0.055,0.089430894308943,5347 | 22974 | 9787 | 1063 | 9055 | 56992 | 26586 | 10460 | 6790 | 4085 | 259266,IDA | IBA | IEA | ISS
NCH-51,all_selected,REAC,REAC:R-HSA-983189,Kinesins,0.0003732834575359,True,200,43,7,11154,0.035,0.1627906976744186,10112 | 146909 | 24137 | 56992 | 3833 | 29127 | 3835,REAC
NCH-51,all_selected,GO:CC,GO:0005634,nucleus,0.0003951435698784,True,200,5044,120,11154,0.6,0.0237906423473433,11065 | 6943 | 2354 | 4171 | 316 | 26112 | 9104 | 5156 | 79019 | 81620 | 9133 | 10112 | 5347 | 890 | 2305 | 55355 | 51512 | 699 | 146909 | 23397 | 22974 | 55143 | 9787 | 11170 | 55635 | 24137 | 64344 | 1058 | 1063 | 9055 | 26586 | 3833 | 11130 | 63876 | 55247 | 2237 | 1776 | 220134 | 55422 | 10535 | 80758 | 29127 | 55215 | 9737 | 332 | 126393 | 8013 | 5901 | 4176 | 11080 | 6790 | 7298 | 23234 | 23673 | 5138 | 4085 | 5178 | 7123 | 10051 | 10921 | 5427 | 9319 | 55679 | 51690 | 27254 | 6839 | 55734 | 80324 | 7078 | 7153 | 6491 | 7272 | 259266 | 5725 | 4288 | 22827 | 11335 | 4306 | 57405 | 4001 | 8318 | 8427 | 124 | 2034 | 3835 | 57109 | 54606 | 7957 | 9156 | 4783 | 467 | 4329 | 1843 | 1894 | 57716 | 3978 | 1019 | 51067 | 79080 | 7167 | 54892 | 5602 | 9837 | 1841 | 54939 | 7832 | 27000 | 6241 | 55038 | 4616 | 55786 | 5648 | 57658 | 993 | 367 | 5982 | 54962 | 125 | 10721 | 9467,IDA | IBA | TAS | IEA | IPI | ISS | NAS | ISO | HDA | IMP
NCH-51,all_selected,GO:BP,GO:0061640,cytoskeleton-dependent cytokinesis,0.0005100174402605,True,200,82,9,11154,0.045,0.1097560975609756,10112 | 5347 | 55143 | 24137 | 1058 | 26586 | 29127 | 332 | 1894,IMP | IDA | TAS | NAS | IGI | IBA | IC | IEA
NCH-51,all_selected,GO:BP,GO:0051383,kinetochore organization,0.0005566576663118,True,200,19,5,11154,0.025,0.2631578947368421,55355 | 9787 | 1058 | 1063 | 10051,IMP | IBA | IDA | NAS | IEA
NCH-51,all_selected,KEGG,KEGG:04914,Progesterone-mediated oocyte maturation,0.0005760419108639,True,200,75,9,11154,0.045,0.12,9133 | 5347 | 890 | 699 | 6790 | 4085 | 3835 | 5602 | 993,KEGG
NCH-51,all_selected,GO:BP,GO:0090306,meiotic spindle assembly,0.0006380232679747,True,200,10,4,11154,0.02,0.4,9133 | 220134 | 6790 | 259266,IEA | ISS
NCH-51,all_selected,GO:CC,GO:0031261,DNA replication preinitiation complex,0.0006384975968322,True,200,11,4,11154,0.02,0.3636363636363636,4171 | 4176 | 8318 | 9837,IPI | ISS | IBA | IEA
NCH-51,all_selected,GO:CC,GO:0005874,microtubule,0.0006384975968322,True,200,302,17,11154,0.085,0.0562913907284768,10112 | 5347 | 51512 | 146909 | 22974 | 24137 | 9055 | 56992 | 26586 | 3833 | 220134 | 29127 | 332 | 6790 | 259266 | 3835 | 23710,IBA | IEA | IDA | TAS
NCH-51,all_selected,GO:CC,GO:0071162,CMG complex,0.0006384975968322,True,200,11,4,11154,0.02,0.3636363636363636,4171 | 4176 | 8318 | 9837,IPI | ISS
NCH-51,all_selected,GO:MF,GO:0008017,microtubule binding,0.0006612783263612,True,200,182,15,11154,0.075,0.0824175824175824,26112 | 10112 | 5347 | 51512 | 146909 | 9787 | 24137 | 1063 | 9055 | 56992 | 3833 | 220134 | 29127 | 332 | 3835,IBA | IEA | IDA | TAS
NCH-51,all_selected,GO:BP,GO:0007080,mitotic metaphase chromosome alignment,0.0006908675793739,True,200,48,7,11154,0.035,0.1458333333333333,81620 | 55143 | 3833 | 220134 | 332 | 7272 | 3835,IMP | NAS | IDA
NCH-51,all_selected,REAC,REAC:R-HSA-2467813,Separation of Sister Chromatids,0.0007271731666948,True,200,154,12,11154,0.06,0.0779220779220779,11065 | 79019 | 5347 | 699 | 55143 | 1058 | 1063 | 11130 | 220134 | 332 | 4085 | 57405,REAC
NCH-51,all_selected,GO:BP,GO:0000910,cytokinesis,0.0007337435633214,True,200,131,11,11154,0.055,0.0839694656488549,10112 | 5347 | 55143 | 24137 | 1058 | 9055 | 26586 | 29127 | 332 | 6790 | 1894,IDA | IMP | TAS | NAS | IGI | IBA | IC | IEA
NCH-51,all_selected,GO:BP,GO:0010639,negative regulation of organelle organization,0.0007776369053542,True,200,267,16,11154,0.08,0.0599250936329588,5347 | 699 | 22974 | 55143 | 1063 | 26586 | 11130 | 220134 | 332 | 4085 | 9319 | 7272 | 57405 | 256949 | 1843 | 3082,IMP | IBA | TAS | IEA | IDA | NAS | ISS
NCH-51,all_selected,REAC,REAC:R-HSA-176974,Unwinding of DNA,0.0010126965794618,True,200,11,4,11154,0.02,0.3636363636363636,4171 | 4176 | 8318 | 9837,REAC
NCH-51,all_selected,GO:CC,GO:0099080,supramolecular complex,0.0010215975936636,True,200,1264,42,11154,0.21,0.0332278481012658,79019 | 81620 | 10112 | 5347 | 55355 | 51512 | 699 | 146909 | 22974 | 11170 | 24137 | 64344 | 1063 | 9055 | 56992 | 26586 | 3833 | 11130 | 220134 | 29127 | 332 | 126393 | 11080 | 6790 | 7010 | 4085 | 10051 | 10921 | 7272 | 259266 | 57405 | 4001 | 2034 | 3835 | 57109 | 55800 | 54892 | 800 | 8736 | 367 | 9238 | 23710,IPI | IEA | IDA | IBA | TAS | NAS | ISS
NCH-51,all_selected,REAC,REAC:R-HSA-453279,Mitotic G1 phase and G1/S transition,0.0010405105371153,True,200,136,11,11154,0.055,0.0808823529411764,4171 | 81620 | 890 | 4176 | 7298 | 5427 | 7153 | 8318 | 1019 | 6241 | 993,REAC
NCH-51,all_selected,GO:BP,GO:0032465,regulation of cytokinesis,0.0011867171946792,True,200,71,8,11154,0.04,0.1126760563380281,10112 | 5347 | 55143 | 9055 | 29127 | 332 | 6790 | 1894,IDA | IMP | NAS | IBA
NCH-51,all_selected,GO:BP,GO:0044839,cell cycle G2/M phase transition,0.0012473947757628,True,200,115,10,11154,0.05,0.0869565217391304,9133 | 5347 | 890 | 2305 | 9833 | 1063 | 5243 | 6790 | 1019 | 993,IEA | IDA | TAS | NAS | IMP | IBA
NCH-51,all_selected,GO:BP,GO:0044771,meiotic cell cycle phase transition,0.0013734441760629,True,200,12,4,11154,0.02,0.3333333333333333,9133 | 11130 | 7272 | 993,IEA | ISS | IBA
NCH-51,all_selected,GO:BP,GO:1901976,regulation of cell cycle checkpoint,0.0013821099972294,True,200,37,6,11154,0.03,0.1621621621621621,55143 | 11130 | 220134 | 332 | 4085 | 1843,NAS | ISS | IMP | IDA | IEA
NCH-51,all_selected,GO:BP,GO:0051302,regulation of cell division,0.001460851186991,True,200,142,11,11154,0.055,0.0774647887323943,10628 | 10112 | 5347 | 146909 | 55143 | 9055 | 29127 | 332 | 6790 | 259266 | 1894,IDA | IMP | NAS | IBA | IEA
NCH-51,all_selected,GO:CC,GO:0005815,microtubule organizing center,0.0015887037964714,True,200,643,26,11154,0.13,0.0404354587869362,9133 | 5347 | 890 | 9787 | 3161 | 1063 | 56992 | 26586 | 10460 | 3833 | 220134 | 5901 | 5577 | 6790 | 7010 | 7153 | 6491 | 259266 | 8318 | 124 | 4354 | 467 | 1894 | 56062 | 125 | 23710,IDA | IBA | IEA | TAS
NCH-51,all_selected,REAC,REAC:R-HSA-69206,G1/S Transition,0.0016493554883299,True,200,119,10,11154,0.05,0.0840336134453781,4171 | 81620 | 890 | 4176 | 7298 | 5427 | 8318 | 1019 | 6241 | 993,REAC
NCH-51,all_selected,GO:BP,GO:0016321,female meiosis chromosome segregation,0.0016619677781097,True,200,5,3,11154,0.015,0.6,5347 | 23397 | 7272,IEA
NCH-51,all_selected,GO:CC,GO:0005856,cytoskeleton,0.0020228783913145,True,200,1620,49,11154,0.245,0.0302469135802469,316 | 26112 | 9133 | 10112 | 5347 | 890 | 51512 | 146909 | 22974 | 55143 | 9787 | 11170 | 24137 | 3161 | 1063 | 9055 | 56992 | 26586 | 10460 | 3833 | 63876 | 9590 | 220134 | 29127 | 332 | 5901 | 5577 | 6790 | 7010 | 4085 | 7145 | 7153 | 6491 | 7272 | 259266 | 11335 | 4001 | 8318 | 256949 | 124 | 3835 | 4354 | 467 | 1894 | 800 | 56062 | 55786 | 125 | 23710,IDA | IEA | IBA | ISS | TAS | IPI | IMP
NCH-51,all_selected,GO:CC,GO:0032133,chromosome passenger complex,0.0020228783913145,True,200,6,3,11154,0.015,0.5,55143 | 332 | 6790,IPI | IBA
NCH-51,all_selected,GO:CC,GO:0005875,microtubule associated complex,0.0020228783913145,True,200,106,9,11154,0.045,0.0849056603773584,10112 | 146909 | 55143 | 24137 | 56992 | 3833 | 332 | 6790 | 3835,IBA | IPI | TAS
NCH-51,all_selected,REAC,REAC:R-HSA-68962,Activation of the pre-replicative complex,0.0020662510279676,True,200,25,5,11154,0.025,0.2,4171 | 81620 | 4176 | 5427 | 8318,REAC
NCH-51,all_selected,GO:CC,GO:0036064,ciliary basal body,0.002282190512146,True,200,216,13,11154,0.065,0.0601851851851851,1063 | 26586 | 10460 | 220134 | 6790 | 7010 | 6491 | 8318 | 124 | 467 | 56062 | 125 | 23710,IEA | IDA
NCH-51,all_selected,REAC,REAC:R-HSA-69273,Cyclin A/B1/B2 associated events during G2/M transition,0.0024203490283384,True,200,26,5,11154,0.025,0.1923076923076923,9133 | 5347 | 890 | 2305 | 993,REAC
NCH-51,all_selected,GO:BP,GO:0061982,meiosis I cell cycle process,0.0024249210223061,True,200,79,8,11154,0.04,0.1012658227848101,9133 | 5347 | 11130 | 332 | 6790 | 9319 | 7153 | 993,IEA | ISS | IBA
NCH-51,all_selected,GO:BP,GO:0033043,regulation of organelle organization,0.0024298172466242,True,200,876,32,11154,0.16,0.0365296803652968,11065 | 5156 | 5347 | 699 | 23397 | 22974 | 55143 | 9787 | 11170 | 1063 | 26586 | 10460 | 11130 | 2237 | 220134 | 23500 | 332 | 6790 | 5138 | 4085 | 10051 | 9319 | 55022 | 6491 | 7272 | 4288 | 57405 | 256949 | 1843 | 3082 | 1894 | 54892,IDA | IBA | TAS | IMP | IEA | ISS | NAS | IC
NCH-51,all_selected,GO:BP,GO:0030261,chromosome condensation,0.00249122498887,True,200,26,5,11154,0.025,0.1923076923076923,5347 | 23397 | 10051 | 7153 | 54892,TAS | IDA | IMP | IBA | IEA | ISS
NCH-51,all_selected,GO:BP,GO:0051447,negative regulation of meiotic cell cycle,0.0025218734527895,True,200,14,4,11154,0.02,0.2857142857142857,11130 | 9319 | 7272 | 1843,ISS | IBA | IEA
NCH-51,all_selected,GO:BP,GO:0000086,G2/M transition of mitotic cell cycle,0.0026871566784496,True,200,103,9,11154,0.045,0.087378640776699,5347 | 890 | 2305 | 9833 | 1063 | 5243 | 6790 | 1019 | 993,IDA | TAS | NAS | IEA | IMP | IBA
NCH-51,all_selected,GO:BP,GO:0007292,female gamete generation,0.0028699547002037,True,200,104,9,11154,0.045,0.0865384615384615,9133 | 5347 | 23397 | 220134 | 6790 | 9319 | 7153 | 7272 | 259266,IEA | ISS
NCH-51,all_selected,GO:BP,GO:0033313,meiotic cell cycle checkpoint signaling,0.0030693262851039,True,200,6,3,11154,0.015,0.5,11130 | 9319 | 7272,ISS | IBA | IEA
NCH-51,all_selected,REAC,REAC:R-HSA-176187,Activation of ATR in response to replication stress,0.0033772439140343,True,200,28,5,11154,0.025,0.1785714285714285,4171 | 4176 | 8318 | 993 | 5982,REAC
NCH-51,all_selected,REAC,REAC:R-HSA-195258,RHO GTPase Effectors,0.0034375180951731,True,200,215,13,11154,0.065,0.0604651162790697,79019 | 5347 | 699 | 55143 | 1058 | 1063 | 9055 | 11130 | 220134 | 332 | 4085 | 57405 | 367,REAC
NCH-51,all_selected,GO:BP,GO:0051445,regulation of meiotic cell cycle,0.003907591225687,True,200,45,6,11154,0.03,0.1333333333333333,11130 | 9319 | 7272 | 259266 | 1843 | 993,ISS | IBA | IEA
NCH-51,all_selected,GO:BP,GO:1902969,mitotic DNA replication,0.0042190614228163,True,200,16,4,11154,0.02,0.25,4171 | 8318 | 3978 | 9837,IBA
NCH-51,all_selected,GO:BP,GO:0051382,kinetochore assembly,0.0042190614228163,True,200,16,4,11154,0.02,0.25,55355 | 9787 | 1058 | 1063,IMP | IBA | IDA | NAS
