description,effective_domain_size,goshv,intersection_size,intersections,name,native,p_value,parents,precision,query,query_size,recall,significant,source,term_size,source_order,group_id,candidate,gene_set_scope,intersection_genes,intersection_evidence_codes,representative_rank
"""A chromosome that encodes the nuclear genome and is found in the nucleus of a eukaryotic cell during the cell cycle phases when the nucleus is intact."" [GOC:dph, GOC:mah]",11154,34706,10,"[[], [], [""IDA""], [], [], [], [], [], [""IPI"", ""ISS"", ""IBA"", ""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IEA""], [], [], [], [], [], [], [], [], [], [], [], [""IBA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IDA""], [], [], [], [], [], [], [], [], [], [], [], [""IDA""], [], [], [], [], [], [], [], [], [], [], [], [""IBA"", ""NAS""], [], [], [], [], [], [], [], [], [], [""IPI"", ""ISS""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IDA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IDA"", ""IPI"", ""IBA"", ""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",nuclear chromosome,GO:0000228,0.022841112309633604,"[""GO:0005694"", ""GO:0031981""]",0.05025125628140704,query_1,199,0.06060606060606061,True,GO:CC,165,37,1,TC-H-106,all_selected,332 | 51659 | 5347 | 55388 | 641 | 23212 | 25855 | 4176 | 27339 | 23649,IDA | IPI | ISS | IBA | IEA | NAS,5.0
DNA Replication,11154,39789,10,"[[], [], [], [], [""REAC""], [], [], [], [""REAC""], [""REAC""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""REAC""], [], [], [], [], [], [], [""REAC""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""REAC""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""REAC""], [], [], [], [], [], [], [], [], [], [], [""REAC""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""REAC""], [], [], [], [], [], [], [], [], [], [], [], [], [""REAC""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",DNA Replication,REAC:R-HSA-69306,0.022682909034970392,"[""REAC:0000000""]",0.05025125628140704,query_1,199,0.09009009009009009,True,REAC,111,465,16,TC-H-106,all_selected,11065 | 51659 | 81620 | 890 | 55388 | 5982 | 4176 | 990 | 3978 | 23649,REAC,1.0
"""Blood vessel formation when new vessels emerge from the proliferation of pre-existing blood vessels."" [ISBN:0878932453]",11154,10441,15,"[[], [], [], [], [], [], [], [], [""ISS"", ""IEA""], [], [], [], [], [], [], [], [""IDA"", ""IMP"", ""ISS"", ""IBA"", ""IEA""], [""ISS"", ""IEA""], [], [], [], [], [], [], [], [], [""IEA""], [""IMP""], [], [], [], [], [""IDA""], [], [], [], [], [], [""IEP""], [], [], [], [], [""IMP""], [], [], [], [], [], [], [], [""ISS"", ""IEA""], [], [], [], [], [""IMP""], [], [], [], [], [""IDA"", ""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""TAS""], [], [], [], [], [], [""IBA"", ""IEA""], [], [], [], [""IMP""], [], [""IBA"", ""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",angiogenesis,GO:0001525,0.04427688327068857,"[""GO:0048514"", ""GO:0048646""]",0.13043478260869565,query_1,115,0.03260869565217391,True,GO:BP,460,318,6,TC-H-106,disease_down_drug_up,5156 | 7010 | 6943 | 64344 | 5740 | 1634 | 51705 | 3953 | 388 | 10365 | 1285 | 6347 | 1901 | 3373 | 8434,ISS | IEA | IDA | IMP | IBA | IEP | TAS,1.0
"""A multicellular organismal process carried out by any of the organs or tissues in an organ system. An organ system is a regularly interacting or interdependent group of organs or tissues that work together to carry out a biological objective."" [GOC:mtg_cardio]",11154,11533,30,"[[], [], [], [""ISS"", ""IBA""], [], [], [], [], [], [], [], [], [""IEA""], [], [], [""IEA""], [""TAS""], [], [], [], [], [""ISS""], [], [""TAS""], [], [""TAS""], [], [], [""IMP"", ""ISS"", ""NAS"", ""IC""], [], [""IEA""], [], [], [], [""IEA""], [], [""ISS""], [""ISS"", ""IEA""], [], [""IEA""], [], [], [], [""NAS""], [], [], [], [], [], [], [""TAS""], [], [], [], [], [], [""IMP""], [], [""IEA""], [], [""NAS""], [""TAS""], [], [""ISS""], [""ISS"", ""IEA""], [], [""IBA""], [], [], [], [], [""IMP"", ""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IEA""], [], [], [""ISS""], [], [], [], [""ISS"", ""IEA""], [], [""IEA""], [""IDA""], [], [], [], [], [], [], [], [], [], [], [], [], [""ISS"", ""IEA""], [], [], [""NAS""], [], [], []]",system process,GO:0003008,0.04427688327068857,"[""GO:0032501""]",0.2608695652173913,query_1,115,0.02028397565922921,True,GO:BP,1479,1410,11,TC-H-106,disease_down_drug_up,4638 | 9590 | 5577 | 7010 | 11170 | 5348 | 1674 | 5243 | 7078 | 10810 | 66002 | 3777 | 8516 | 3953 | 2202 | 10365 | 1827 | 3554 | 1285 | 4629 | 5997 | 25802 | 10979 | 5592 | 6347 | 58529 | 1901 | 55328 | 9867 | 57419,ISS | IBA | IEA | TAS | IMP | NAS | IC | IDA,2.0
"""The aggregation, arrangement and bonding together of a set of components to form a junction between a cell and its substrate."" [GOC:mah]",11154,12638,6,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IMP""], [], [], [], [], [""IMP""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IMP"", ""ISS"", ""IEA""], [], [], [], [], [], [], [""IEA""], [], [], [], [], [""IEA""], [""IMP"", ""IBA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",cell-substrate junction assembly,GO:0007044,0.04427688327068857,"[""GO:0034329"", ""GO:0150115""]",0.05217391304347826,query_1,115,0.07228915662650602,True,GO:BP,83,2515,10,TC-H-106,disease_down_drug_up,7010 | 11170 | 10979 | 11037 | 7145 | 22998,IMP | ISS | IEA | IBA,3.0
"""The attachment of a cell, either to another cell or to an underlying substrate such as the extracellular matrix, via cell adhesion molecules."" [GOC:hb, GOC:pf]",11154,12708,27,"[[], [], [], [], [], [], [], [], [""IMP""], [], [], [], [], [""IDA"", ""IEA""], [], [], [""IMP""], [], [], [], [], [""IMP""], [], [], [], [], [], [], [], [""TAS""], [], [], [], [], [], [""IEA""], [], [], [""IDA"", ""IMP""], [""IMP"", ""IBA"", ""NAS"", ""IEA""], [], [], [""IMP""], [], [], [], [], [""IBA"", ""IEA""], [], [""TAS""], [], [""ISS"", ""IEA""], [], [], [], [], [], [], [], [], [], [""IEA""], [], [], [], [], [], [], [], [], [], [""IMP"", ""IGI"", ""ISS"", ""IBA"", ""IEA""], [], [""IBA"", ""IEA""], [], [], [], [""IBA"", ""IEA""], [""IEA""], [""IEA""], [""IBA""], [], [], [], [""IMP"", ""IBA""], [""IMP""], [""IBA""], [], [""ISS"", ""TAS""], [], [], [], [], [], [""TAS"", ""IEA""], [], [], [], [""IMP""], [], [], [], [], [], [], [""IEA""], [], [""IBA"", ""IEA""], [], [], [], [], [], [], []]",cell adhesion,GO:0007155,0.04427688327068857,"[""GO:0009987""]",0.23478260869565218,query_1,115,0.02278481012658228,True,GO:BP,1185,2585,12,TC-H-106,disease_down_drug_up,5156 | 8639 | 7010 | 11170 | 4921 | 4239 | 51705 | 8516 | 1843 | 23114 | 8910 | 388 | 1285 | 10979 | 55679 | 28513 | 11037 | 8406 | 23022 | 22998 | 5592 | 1740 | 6347 | 1901 | 3373 | 25992 | 56100,IMP | IDA | IEA | TAS | IBA | NAS | ISS | IGI,4.0
"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures comprising actin filaments and their associated proteins."" [GOC:dph, GOC:jl, GOC:mah]",11154,16348,16,"[[], [], [], [], [], [], [], [], [""ISS"", ""TAS"", ""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [""IMP"", ""ISS"", ""IBA""], [], [], [], [], [], [], [], [], [], [], [], [], [""IBA"", ""TAS"", ""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IBA""], [], [], [""IBA""], [""IBA""], [], [], [], [], [], [], [], [""ISS"", ""IBA""], [], [], [""IDA"", ""IBA"", ""IEA""], [], [], [], [], [""IMP""], [], [], [], [], [], [], [], [], [""IEA""], [], [""IBA"", ""IEA""], [], [""IMP"", ""IBA"", ""IEA""], [""TAS""], [], [], [], [], [], [], [""ISS"", ""TAS"", ""IEA""], [], [""ISS"", ""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IDA"", ""IBA"", ""TAS"", ""IEA""], [], []]",actin cytoskeleton organization,GO:0030036,0.04427688327068857,"[""GO:0007010"", ""GO:0030029""]",0.1391304347826087,query_1,115,0.029684601113172542,True,GO:BP,539,6225,7,TC-H-106,disease_down_drug_up,5156 | 11170 | 10810 | 388 | 8736 | 9754 | 4629 | 25802 | 10979 | 23022 | 256949 | 22998 | 5592 | 58529 | 1901 | 11034,ISS | TAS | IEA | IMP | IBA | IDA,5.0
"""A cell junction that mechanically attaches a cell (and its cytoskeleton) to neighboring cells or to the extracellular matrix."" [ISBN:0815332181]",11154,37043,21,"[[], [], [], [], [], [], [], [], [], [], [""IDA""], [], [""HDA""], [], [], [], [""IDA"", ""IEA""], [], [], [], [""HDA""], [""IDA"", ""IEA""], [], [""ISS""], [], [""IDA"", ""IBA"", ""IEA""], [], [], [], [""HDA""], [], [], [], [], [], [], [], [], [], [""HDA""], [""IBA"", ""IEA""], [], [], [], [], [], [], [""HDA"", ""IEA""], [], [], [], [""HDA""], [], [], [], [""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IDA"", ""HDA"", ""IBA"", ""IEA""], [], [""IDA"", ""HDA"", ""IBA"", ""IEA""], [], [], [], [""IBA""], [], [], [""IDA"", ""HDA"", ""IEA""], [], [], [""IDA"", ""HDA"", ""IBA"", ""IEA""], [], [], [""NAS""], [], [], [], [], [], [], [], [], [], [""IEA""], [], [], [""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",anchoring junction,GO:0070161,0.004287650399207759,"[""GO:0030054""]",0.1826086956521739,query_1,115,0.029085872576177285,True,GO:CC,722,2374,1,TC-H-106,disease_down_drug_up,364 | 9590 | 7010 | 847 | 11170 | 5348 | 1674 | 4921 | 8516 | 8777 | 23114 | 388 | 9754 | 10979 | 55679 | 28513 | 23022 | 7145 | 1740 | 5906 | 57716,IDA | HDA | IEA | ISS | IBA | NAS,1.0
"""A contractile actin filament bundle that consists of short actin filaments with alternating polarity, cross-linked by alpha-actinin and possibly other actin bundling proteins, and with myosin present in a periodic distribution along the fiber."" [PMID:16651381]",11154,34820,6,"[[], [], [], [""IDA"", ""IBA"", ""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [""IDA""], [], [], [], [], [""IDA"", ""IBA"", ""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IEA""], [], [], [], [], [], [], [], [], [""IDA"", ""IEA""], [], [], [], [""IDA"", ""IBA"", ""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",stress fiber,GO:0001725,0.004773215436327243,"[""GO:0042641"", ""GO:0097517""]",0.05217391304347826,query_1,115,0.09090909090909091,True,GO:CC,66,151,2,TC-H-106,disease_down_drug_up,4638 | 7010 | 11170 | 10979 | 23022 | 22998,IDA | IBA | IEA,2.0
"""The volume enclosed by the membrane of the platelet dense granule."" [GOC:mah]",11154,35685,3,"[[], [], [], [], [], [], [], [""TAS""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""TAS""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""TAS""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",platelet dense granule lumen,GO:0031089,0.010384110093214511,"[""GO:0034774"", ""GO:0042827""]",0.02608695652173913,query_1,115,0.23076923076923078,True,GO:CC,13,1016,4,TC-H-106,disease_down_drug_up,7123 | 7078 | 3699,TAS,3.0
"""Fibers, composed of actin, myosin, and associated proteins, found in cells of smooth or striated muscle."" [GOC:go_curators, ISBN:0815316194]",11154,36531,8,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IDA"", ""IEA""], [], [], [], [], [], [""IDA"", ""IBA"", ""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""ISS"", ""IBA"", ""TAS"", ""IEA""], [], [], [], [], [], [], [], [], [""TAS""], [], [], [""IDA"", ""ISS"", ""IBA"", ""IEA""], [], [], [], [], [""IEA""], [], [], [], [], [], [], [], [], [""IDA"", ""IBA"", ""IEA""], [], [], [], [], [], [], [], [], [], [], [], [""IBA"", ""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",contractile muscle fiber,GO:0043292,0.03146356329225127,"[""GO:0005737"", ""GO:0043232"", ""GO:0099512""]",0.06956521739130435,query_1,115,0.04,True,GO:CC,200,1862,5,TC-H-106,disease_down_drug_up,11080 | 1674 | 8736 | 4629 | 25802 | 10979 | 23022 | 58529,IDA | IEA | IBA | ISS | TAS,4.0
Cytoskeleton in muscle cells,11154,39118,9,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""KEGG""], [], [], [], [], [], [], [""KEGG""], [], [], [], [], [], [], [""KEGG""], [], [], [], [], [], [], [], [], [], [""KEGG""], [], [], [], [], [""KEGG""], [], [], [], [], [], [], [""KEGG""], [], [""KEGG""], [], [], [""KEGG""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""KEGG""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",Cytoskeleton in muscle cells,KEGG:04820,0.04483217510953728,"[""KEGG:00000""]",0.0782608695652174,query_1,115,0.04411764705882353,True,KEGG,204,380,15,TC-H-106,disease_down_drug_up,1674 | 1634 | 8516 | 8910 | 8736 | 1285 | 4629 | 25802 | 58529,KEGG,1.0
"""A cellular process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of a complex containing RNA and proteins. Includes the biosynthesis of the constituent RNA and protein molecules, and those macromolecular modifications that are involved in synthesis or assembly of the ribonucleoprotein complex."" [GOC:isa_complete, GOC:mah]",11154,16308,22,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""NAS"", ""IEA""], [""IMP"", ""IBA"", ""IEA""], [""IDA"", ""IMP"", ""IBA"", ""IEA""], [], [], [""IEA""], [], [""IEA""], [""ISS"", ""IEA""], [], [], [""IBA""], [], [], [], [""IEA""], [], [], [], [], [], [], [], [], [""IDA"", ""NAS"", ""IEA""], [""IDA"", ""TAS"", ""IEA""], [], [], [], [], [], [], [""IMP"", ""IBA"", ""IC"", ""IEA""], [""IDA"", ""IBA"", ""TAS"", ""NAS"", ""IEA""], [], [], [""IBA"", ""IEA""], [], [""IDA"", ""IMP""], [], [], [], [], [], [], [], [""IDA"", ""IC"", ""IEA""], [], [], [], [""IEA""], [], [""IMP"", ""IBA"", ""IEA""], [""IDA"", ""IBA"", ""TAS"", ""NAS""], [], [], [""NAS""], [""IBA""], [""IBA""], [""IBA""]]",ribonucleoprotein complex biogenesis,GO:0022613,3.477781355660763e-12,"[""GO:0044085""]",0.2619047619047619,query_1,84,0.06606606606606606,True,GO:BP,333,6185,8,TC-H-106,disease_up_drug_down,8662 | 23212 | 4839 | 10248 | 8568 | 79050 | 54555 | 57109 | 6636 | 10528 | 23481 | 6632 | 55299 | 27339 | 9136 | 10360 | 54663 | 6633 | 6627 | 22827 | 11338 | 23029,NAS | IEA | IMP | IBA | IDA | ISS | TAS | IC,1.0
"""The cellular metabolic process in which a cell duplicates one or more molecules of DNA. DNA replication begins when specific sequences, known as origins of replication, are recognized and bound by the origin recognition complex, and ends when the original DNA molecule has been completely duplicated and the copies topologically separated. The unit of replication usually corresponds to the genome of the cell, an organelle, or a virus. The template for replication can either be an existing DNA molecule or RNA."" [GOC:mah]",11154,12095,13,"[[], [], [""IEA""], [""IDA"", ""IMP"", ""IBA"", ""IEA""], [], [], [], [], [], [], [], [""IMP""], [], [""IMP"", ""IBA"", ""IEA""], [], [], [], [], [], [], [""IDA"", ""IBA"", ""IEA""], [], [""IDA"", ""ISS"", ""IBA"", ""TAS"", ""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IBA"", ""TAS"", ""NAS"", ""IEA""], [], [], [], [], [""IBA"", ""TAS"", ""IEA""], [], [], [], [""NAS""], [], [], [], [], [""IEA""], [], [], [""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IBA"", ""IEA""], [], [], [], [], [], [], [""IDA"", ""IBA"", ""NAS"", ""IEA""], [], [], [], [], [], [], [], []]",DNA replication,GO:0006260,1.3852520119273045e-06,"[""GO:0006259""]",0.15476190476190477,query_1,84,0.06103286384976526,True,GO:BP,213,1972,8,TC-H-106,disease_up_drug_down,51659 | 81620 | 890 | 55388 | 5982 | 641 | 4176 | 990 | 8099 | 10036 | 27000 | 3978 | 23649,IEA | IDA | IMP | IBA | ISS | TAS | NAS,2.0
"""The process resulting in division and partitioning of components of a cell to form more cells; may or may not be accompanied by the physical separation of a cell into distinct, individually membrane-bounded daughter cells."" [GOC:di, GOC:go_curators, GOC:pr]",11154,22854,17,"[[""IBA"", ""NAS"", ""IEA""], [""IEA""], [], [""IEA""], [], [""IMP""], [], [""IDA"", ""IMP"", ""TAS"", ""IEA""], [""IDA"", ""IMP""], [], [], [""IEA""], [""IEA""], [], [], [""IEA""], [], [""IDA"", ""IEA""], [], [], [], [], [""IMP""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IBA"", ""IEA""], [""IMP"", ""IEA""], [""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IEA""], [], [], [], [], [], [], [], [], [""IEA""], [], [], [""IEA""], [], [], [], [], [], [], [], [], [], [], [], []]",cell division,GO:0051301,5.467082215529162e-06,"[""GO:0009987""]",0.20238095238095238,query_1,84,0.03695652173913044,True,GO:BP,460,12731,8,TC-H-106,disease_up_drug_down,332 | 11065 | 81620 | 80179 | 5347 | 10112 | 890 | 83461 | 10460 | 9055 | 641 | 6790 | 990 | 891 | 3833 | 3978 | 80346,IBA | NAS | IEA | IMP | IDA | TAS,3.0
"""The aggregation, arrangement and bonding together of a spliceosomal complex, a ribonucleoprotein apparatus that catalyzes nuclear mRNA splicing via transesterification reactions."" [PMID:9476892]",11154,10191,7,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""NAS""], [], [], [], [], [], [], [], [], [""TAS"", ""NAS""], [], [], [], [], [""IMP""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""TAS"", ""NAS""], [], [], [""NAS""], [""IBA""], [""IBA""], []]",spliceosomal complex assembly,GO:0000245,1.5351383132389027e-05,"[""GO:0000398"", ""GO:0022618""]",0.08333333333333333,query_1,84,0.12962962962962962,True,GO:BP,54,68,8,TC-H-106,disease_up_drug_down,6636 | 6632 | 27339 | 6633 | 6627 | 22827 | 11338,NAS | TAS | IMP | IBA,4.0
"""A mitotic cell cycle process comprising the steps by which the nucleus of a eukaryotic cell divides; the process involves condensation of chromosomal DNA into a highly compacted form. Canonically, mitosis produces two daughter nuclei whose chromosome complement is identical to that of the mother cell."" [ISBN:0198547684]",11154,28486,11,"[[""NAS""], [""IDA"", ""IMP""], [], [""IMP""], [], [], [], [""IDA"", ""IMP"", ""TAS""], [], [], [], [], [], [], [], [], [], [""IBA"", ""TAS""], [], [""IDA"", ""IBA""], [], [], [], [], [], [""IMP""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""TAS"", ""IEA""], [], [""IMP"", ""IBA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IMP"", ""IBA"", ""NAS""], [], [], [], [], [], [], [], [], [], [], [], [""IMP""], [], [], [], [], [], [], [], [], [], [], [], []]",mitotic nuclear division,GO:0140014,4.2434752290053244e-05,"[""GO:0000280"", ""GO:1903047""]",0.13095238095238096,query_1,84,0.05238095238095238,True,GO:BP,210,18363,8,TC-H-106,disease_up_drug_down,332 | 11065 | 81620 | 5347 | 9055 | 4288 | 23212 | 6790 | 891 | 3833 | 80346,NAS | IDA | IMP | TAS | IBA | IEA,5.0
"""A macromolecular complex that contains both RNA and protein molecules."" [GOC:krc, GOC:vesicles]",11154,38718,19,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IDA"", ""IPI"", ""IBA"", ""IEA""], [], [], [], [], [], [], [], [""IEA""], [""IBA""], [], [], [], [""IDA"", ""IEA""], [], [""IEA""], [""IBA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IDA"", ""IPI"", ""IBA"", ""NAS"", ""IEA""], [""IDA"", ""IBA"", ""NAS"", ""IEA""], [], [], [], [], [], [""IDA"", ""NAS"", ""IEA""], [""IDA"", ""IBA"", ""IEA""], [""IDA"", ""IPI"", ""IBA"", ""TAS"", ""NAS"", ""IEA""], [], [], [], [], [""IDA"", ""IPI"", ""IBA"", ""IEA""], [], [], [], [], [], [], [""ISS"", ""IBA"", ""NAS"", ""IEA""], [""IDA"", ""IBA"", ""IEA""], [], [], [], [], [], [""IBA""], [""IDA"", ""IPI"", ""IBA"", ""TAS"", ""NAS"", ""IEA""], [], [], [""IDA"", ""IBA"", ""TAS"", ""NAS"", ""IEA""], [""IEA""], [""IDA"", ""IPI"", ""IBA"", ""IEA""], []]",ribonucleoprotein complex,GO:1990904,2.0131963828940764e-07,"[""GO:0032991""]",0.2261904761904762,query_1,84,0.03725490196078431,True,GO:CC,510,4049,3,TC-H-106,disease_up_drug_down,51690 | 8662 | 23212 | 10248 | 8568 | 79050 | 6636 | 10528 | 65005 | 23481 | 6632 | 27339 | 65993 | 9136 | 54663 | 6633 | 6627 | 22827 | 11338,IDA | IPI | IBA | IEA | NAS | TAS | ISS,1.0
"""A small, dense body one or more of which are present in the nucleus of eukaryotic cells. It is rich in RNA and protein, is not bounded by a limiting membrane, and is not seen during mitosis. Its prime function is the transcription of the nucleolar DNA into 45S ribosomal-precursor RNA, the processing of this RNA into 5.8S, 18S, and 28S components of ribosomal RNA, and the association of these components with 5S RNA and proteins synthesized outside the nucleolus. This association results in the formation of ribonucleoprotein precursors; these pass into the cytoplasm and mature into the 40S and 60S subunits of the ribosome."" [ISBN:0198506732]",11154,34969,22,"[[], [], [], [], [], [], [], [], [], [], [""IDA""], [], [], [""IDA""], [""IDA"", ""IBA"", ""TAS"", ""IEA""], [], [], [], [""IDA"", ""IBA""], [""IDA"", ""IEA""], [], [], [""IDA""], [], [], [""IDA"", ""IBA"", ""IEA""], [""IDA"", ""HDA"", ""IBA"", ""IEA""], [], [], [""IDA"", ""IEA""], [], [""IDA"", ""HDA"", ""IEA""], [""IDA"", ""ISS"", ""IBA"", ""IEA""], [], [], [""IEA""], [], [], [], [""IDA"", ""IEA""], [], [], [], [], [], [], [], [""TAS""], [], [""IDA"", ""IBA"", ""TAS"", ""IEA""], [], [], [], [""IDA""], [], [], [""IDA"", ""IBA"", ""IEA""], [], [], [], [""IDA"", ""IBA"", ""IEA""], [], [], [], [], [], [], [], [], [], [""IDA"", ""IBA"", ""IEA""], [], [], [], [""IDA"", ""IBA"", ""IEA""], [], [""IDA"", ""IMP"", ""IBA"", ""IEA""], [], [], [], [], [], [], [""IDA"", ""IBA"", ""IEA""]]",nucleolus,GO:0005730,6.614636771674188e-07,"[""GO:0031981"", ""GO:0043232""]",0.2619047619047619,query_1,84,0.02929427430093209,True,GO:CC,751,300,3,TC-H-106,disease_up_drug_down,54982 | 55388 | 6949 | 79080 | 4288 | 641 | 23212 | 4839 | 10248 | 8568 | 79050 | 54555 | 57109 | 5725 | 10528 | 27000 | 23481 | 55299 | 9136 | 10360 | 54663 | 23029,IDA | IBA | TAS | IEA | HDA | ISS | IMP,2.0
"""A chromosome that encodes the nuclear genome and is found in the nucleus of a eukaryotic cell during the cell cycle phases when the nucleus is intact."" [GOC:dph, GOC:mah]",11154,34706,10,"[[""IDA""], [], [""IPI"", ""ISS"", ""IBA"", ""IEA""], [], [], [], [], [""IEA""], [], [], [], [], [], [""IBA""], [], [], [], [], [], [], [], [], [""IDA""], [], [], [""IDA""], [], [], [], [], [""IBA"", ""NAS""], [], [], [], [], [], [""IPI"", ""ISS""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IDA""], [], [], [], [], [], [], [], [], [], [], [], [], [""IDA"", ""IPI"", ""IBA"", ""IEA""], [], [], [], [], [], [], [], []]",nuclear chromosome,GO:0000228,1.1626234387025713e-05,"[""GO:0005694"", ""GO:0031981""]",0.11904761904761904,query_1,84,0.06060606060606061,True,GO:CC,165,37,3,TC-H-106,disease_up_drug_down,332 | 51659 | 5347 | 55388 | 641 | 23212 | 25855 | 4176 | 27339 | 23649,IDA | IPI | ISS | IBA | IEA | NAS,3.0
